TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,SYMBOL,SERIES,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,NAME,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,VOLUME,VALUE,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4,Segment,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width,CPR_Width_Pct,CPR_Class,Bias,Price_Position,Bullish_CPR,Bearish_CPR
2026-08-14,2026-08-14,CM,NSE,STK,30121,INF769K01OA1,EQUAL200,EQ,,,,,MIRAEAMC - EQUAL200,14.07,14.08,14.02,14.05,14.05,14.07,,14.05,,,25510,359006.65,53,F1,1,,,,,,Cash Only,14.050000000000002,14.05,14.050000000000004,14.050000000000004,14.05,3.552713678800501e-15,2.528621835445196e-14,Narrow,Bullish,Inside CPR,False,False
2026-08-14,2026-08-14,CM,NSE,STK,9020,INE098201036,VCL,EQ,,,,,VAXTEX COTFAB LIMITED,1.69,1.69,1.69,1.69,1.69,1.61,,1.69,,,273928,462938.32,91,F1,1,,,,,,Cash Only,1.6900000000000002,1.69,1.6900000000000004,1.6900000000000004,1.69,4.440892098500626e-16,2.6277468038465244e-14,Narrow,Bullish,Inside CPR,False,False
2026-08-14,2026-08-14,CM,NSE,STK,9558,INE256Z01025,AKSHAR,EQ,,,,,AKSHAR SPINTEX LIMITED,0.42,0.42,0.4,0.41,0.42,0.4,,0.42,,,375652,156059.54,190,F1,1,,,,,,Cash Only,0.41,0.41000000000000003,0.4099999999999999,0.41000000000000003,0.4099999999999999,1.1102230246251565e-16,2.7078610356711136e-14,Narrow,Bearish,Inside CPR,False,False
2026-08-14,2026-08-14,CM,NSE,STK,17376,INE688J01023,LANDSMILL,EQ,,,,,LANDSMILL GREEN LIMITED,0.76,0.77,0.75,0.76,0.77,0.76,,0.76,,,2005926,1531178.42,853,F1,1,,,,,,Cash Only,0.7600000000000001,0.76,0.7600000000000002,0.7600000000000002,0.76,2.220446049250313e-16,2.9216395384872544e-14,Narrow,Bullish,Inside CPR,False,False
2026-08-14,2026-08-14,CM,NSE,STK,15073,INE139I01011,BVCL,EQ,,,,,BARAK VALLEY CEM. LTD.,41.0,41.39,40.57,40.98,41.0,40.92,,40.98,,,4219,173197.52,70,F1,1,,,,,,Cash Only,40.98,40.980000000000004,40.97999999999999,40.980000000000004,40.97999999999999,1.4210854715202004e-14,3.467753712836018e-14,Narrow,Bearish,Inside CPR,False,False
2026-08-14,2026-08-14,CM,NSE,STK,30472,INF1J2R01056,AONELIQUID,EQ,,,,,AONEAMC - AONELIQUID,1072.78,1072.79,1072.76,1072.78,1072.77,1072.34,,1072.78,,,18575,19926769.51,103,F1,1,,,,,,Cash Only,1072.7766666666666,1072.775,1072.7783333333332,1072.7783333333332,1072.775,0.003333333333102928,0.0003107191906171748,Narrow,Bullish,Above CPR,True,False
2026-08-14,2026-08-14,CM,NSE,STK,17572,INF769K01KS1,LIQUID,EQ,,,,,MIRAEAMC - LIQUID,999.99,1000.0,999.99,999.99,1000.0,999.99,,999.99,,,503451,503450210.05,258,F1,1,,,,,,Cash Only,999.9933333333333,999.995,999.9916666666667,999.995,999.9916666666667,0.0033333333333303017,0.0003333366666996971,Narrow,Bearish,Below CPR,False,True
2026-08-14,2026-08-14,CM,NSE,STK,24374,INF680P01422,LIQUIDSHRI,EQ,,,,,SHRIRAM - LIQUIDSHRI,1117.48,1117.5,1117.48,1117.48,1117.5,1117.08,,1117.48,,,4818,5384034.22,24,F1,1,,,,,,Cash Only,1117.4866666666667,1117.49,1117.4833333333333,1117.49,1117.4833333333333,0.006666666666660603,0.0005965804011401192,Narrow,Bearish,Below CPR,False,True
2026-08-14,2026-08-14,CM,NSE,STK,30139,INF109K1A021,CASHIETF,EQ,,,,,ICICIPRAMC - CASHIETF,1075.47,1075.49,1075.47,1075.49,1075.49,1075.03,,1075.49,,,351821,378374274.54,127,F1,1,,,,,,Cash Only,1075.4833333333333,1075.48,1075.4866666666667,1075.4866666666667,1075.48,0.006666666666660603,0.0006198724922277848,Narrow,Bullish,Above CPR,True,False
2026-08-14,2026-08-14,CM,NSE,STK,757725,INF204KC1FU1,LIQGRWBEES,EQ,,,,,NIPPONAMC - LIQGRWBEES,1051.81,1051.83,1051.81,1051.81,1051.81,1051.42,,1051.81,,,73028,76811817.05,158,F1,1,,,,,,Cash Only,1051.8166666666666,1051.82,1051.8133333333333,1051.82,1051.8133333333333,0.006666666666660603,0.000633828036114945,Narrow,Bearish,Below CPR,False,True
2026-08-14,2026-08-14,CM,NSE,STK,1927,INF740KA1EU7,LIQUIDETF,EQ,,,,,DSP LIQUID ETF,1000.0,1000.01,999.99,999.99,1000.0,1000.0,,999.99,,,278309,278308999.08,293,F1,1,,,,,,Cash Only,999.9966666666666,1000.0,999.9933333333331,1000.0,999.9933333333331,0.006666666666887977,0.0006666733334221319,Narrow,Bearish,Below CPR,False,True
