TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,SYMBOL,SERIES,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,NAME,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,VOLUME,VALUE,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4,Segment,Industry,Nifty500,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width,CPR_Width_Pct,CPR_Class,Bias,Price_Position,Bullish_CPR,Bearish_CPR,Width_Rank_Pct,History_Days,Value_60d,Overlay,History_OK,Regime,Own_Narrow,ATR14,SMA50,SMA100,Width_ATR,Value_Ratio,Above_SMA50,Above_SMA100,Setup,Daily_Signal,Weekly_Signal,Monthly_Signal,Confluence_Score
2026-08-14,2026-08-14,CM,NSE,STK,11065,INE448G01010,NATHBIOGEN,EQ,,,,,NATH BIO-GENES (I) LTD,156.0,156.0,154.0,155.06,155.1,155.08,,155.06,,,8765,1358211.25,197,F1,1,,,,,,Cash Only,Unclassified,False,155.02,155.0,155.04000000000002,155.04000000000002,155.0,0.040000000000020464,0.02579646588418707,Narrow,Bullish,Above CPR,True,False,0.05,60,2179910.325,Inside,True,Risk Off,True,5.237142857142861,163.57479999999998,163.2239,0.007637752318607284,0.6230583131900161,False,False,No setup,0,0,0,0
2026-08-14,2026-08-14,CM,NSE,STK,14435,INE573A01042,JKTYRE,EQ,,,,,JK TYRE & INDUSTRIES LTD,384.0,385.8,382.1,384.1,384.0,383.5,,384.12,,,974368,373989414.5,13222,F1,1,,,,,,Cash Only,Automobile and Auto Components,True,384.0,383.95000000000005,384.04999999999995,384.04999999999995,383.95000000000005,0.09999999999990905,0.026034886748218963,Narrow,Bullish,Above CPR,True,False,0.03333333333333333,60,394232611.95000005,Lower,True,Risk Off,True,10.835714285714285,396.7,398.12700000000007,0.009228740936049615,0.948651641603492,False,False,No setup,0,0,0,0
2026-08-14,2026-08-14,CM,NSE,STK,5258,INE095A01012,INDUSINDBK,EQ,,,,,INDUSIND BANK LIMITED,1022.5,1026.6,1014.2,1020.8,1020.8,1024.7,,1021.29,,,1034094,1053471951.1,40662,F1,1,,,,,,F&O + Cash,Financial Services,True,1020.5333333333333,1020.4,1020.6666666666666,1020.6666666666666,1020.4,0.2666666666666515,0.026123301985369468,Narrow,Bullish,Above CPR,True,False,0.016666666666666666,60,1627926475.725,Inside,True,Risk Off,True,18.44642857142858,979.9630000000001,924.3934999999999,0.014456276218134053,0.647125018733315,True,True,No setup,0,0,0,0
2026-08-14,2026-08-14,CM,NSE,STK,7053,INE793A01012,ACCELYA,EQ,,,,,ACCELYA SOLN INDIA LTD,1133.9,1147.9,1130.6,1139.7,1142.9,1133.9,,1139.72,,,3790,4317229.9,340,F1,1,,,,,,Cash Only,Unclassified,False,1139.3999999999999,1139.25,1139.5499999999997,1139.5499999999997,1139.25,0.29999999999972715,0.026322716504319308,Narrow,Bullish,Above CPR,True,False,0.03333333333333333,60,7513193.0,Inside,True,Risk Off,True,20.54285714285722,1126.966,1137.345,0.01460361613350544,0.5746198586939002,True,True,No setup,0,0,2,2
2026-08-14,2026-08-14,CM,NSE,STK,3772,INE210A01017,WILLAMAGOR,EQ,,,,,WILLIAMSON MAGOR,25.58,25.58,24.52,25.06,24.9,25.98,,25.08,,,6216,155681.44,60,F1,1,,,,,,Cash Only,Unclassified,False,25.05333333333333,25.049999999999997,25.056666666666665,25.056666666666665,25.049999999999997,0.006666666666667709,0.026602819898913443,Narrow,Bullish,Above CPR,True,False,0.03333333333333333,60,26716.9,Lower,True,Risk Off,True,1.617142857142857,26.1816,26.450100000000003,0.004122497055359891,5.827077243243041,False,False,No setup,0,0,0,0
2026-08-14,2026-08-14,CM,NSE,STK,1363,INE038A01020,HINDALCO,EQ,,,,,HINDALCO  INDUSTRIES  LTD,1035.8,1036.8,1021.35,1029.5,1029.5,1046.25,,1029.53,,,3423326,3526080736.0,73592,F1,1,,,,,,F&O + Cash,Metals & Mining,True,1029.2166666666667,1029.075,1029.3583333333333,1029.3583333333333,1029.075,0.283333333333303,0.02752145054233152,Narrow,Bullish,Above CPR,True,False,0.06666666666666667,60,5505816549.35,Lower,True,Risk Off,True,26.264285714285702,992.425,1007.954,0.010787779893027588,0.6404283005790082,True,True,No setup,0,0,0,0
2026-08-14,2026-08-14,CM,NSE,STK,14732,INE271C01023,DLF,EQ,,,,,DLF LIMITED,664.0,669.85,659.6,665.0,665.0,664.0,,664.95,,,1527565,1016868062.2,31802,F1,1,,,,,,F&O + Cash,Realty,True,664.8166666666667,664.725,664.9083333333334,664.9083333333334,664.725,0.18333333333339397,0.027568922305773527,Narrow,Bullish,Above CPR,True,False,0.03333333333333333,60,2187081802.225,Higher,True,Risk Off,True,15.803571428571436,640.271,607.2915,0.01160075329567238,0.4649428572655592,True,True,No setup,0,0,2,2
2026-08-14,2026-08-14,CM,NSE,STK,14361,INE126J01016,APOLLOPIPE,EQ,,,,,APOLLO PIPES LIMITED,507.15,514.3,506.95,510.85,512.25,508.45,,511.18,,,73725,37605125.65,1987,F1,1,,,,,,Cash Only,Unclassified,False,510.7,510.625,510.775,510.775,510.625,0.14999999999997726,0.029362826661442156,Narrow,Bullish,Above CPR,True,False,0.05,60,62292557.8,Higher,True,Risk Off,True,19.764285714285705,497.19700000000006,480.043,0.007589447054570591,0.6036856885976193,True,True,No setup,0,0,0,0
2026-08-14,2026-08-14,CM,NSE,STK,1073,INE519A01011,FOSECOIND,EQ,,,,,FOSECO INDIA LTD,5900.0,5900.0,5405.0,5655.0,5697.5,5537.5,,5655.61,,,41929,238245792.5,7059,F1,1,,,,,,Cash Only,Unclassified,False,5653.333333333333,5652.5,5654.166666666666,5654.166666666666,5652.5,1.6666666666660603,0.02947244326553599,Narrow,Bullish,Above CPR,True,False,0.05,60,10508476.3,Higher,True,Risk Off,True,215.71428571428572,5166.96,5012.948,0.0077262693156704785,22.671773309323633,True,True,No setup,0,0,0,0
2026-08-14,2026-08-14,CM,NSE,STK,6422,INE370D01013,MANORG,EQ,,,,,MANGALAM ORGANICS LIMITED,451.05,454.25,445.15,449.9,449.9,451.9,,449.9,,,11519,5170432.75,387,F1,1,,,,,,Cash Only,Unclassified,False,449.76666666666665,449.7,449.8333333333333,449.8333333333333,449.7,0.13333333333332575,0.029636215455284675,Narrow,Bullish,Above CPR,True,False,0.05,60,2090142.6749999998,Lower,True,Risk Off,True,39.46428571428571,460.47700000000003,455.035,0.0033785822021114224,2.4737223979219505,False,False,No setup,0,-2,0,-2
