SYMBOL,Industry,CLOSE,Pivot,BC,TC,CPR_Width_Pct,Width_Rank_Pct,Overlay,Setup,Own_Narrow,Bias,Price_Position,Segment,Confluence_Score,Signal_Direction,Signal_Score,Signal_Grade,Signal_Explanation,Strategy_Type,Strategy_Setup,Strategy_Confirmation,Strategy_Explanation
SEPC,Unclassified,5.12,5.12,5.119999999999999,5.120000000000001,3.469446951953614e-14,0.05,Lower,Watch Long,True,Bullish,Inside CPR,Cash Only,1,Long,46,Weak confirmation,CPR width: Narrow (20/20); Price location: Inside CPR; watch state (10/20); Trend: opposes SMA direction (0/20); Participation: light (0.43x) (4/20); Higher timeframe: slightly aligned (+1) (12/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
SUNSHINE,Unclassified,436.9,438.6499999999999,439.525,437.77499999999986,0.4005493247883071,0.09090909090909091,Lower,Short,True,Bearish,Below CPR,Cash Only,-2,Short,72,Confirmed,CPR width: 0.4005% (12/20); Price location: Below CPR (20/20); Trend: aligned with SMA50/SMA100 (20/20); Participation: light (0.15x) (4/20); Higher timeframe: aligned (-2) (16/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
BBOX,Unclassified,795.4,798.9499999999999,800.725,797.1749999999998,0.44631631883331435,0.21666666666666667,Lower,Short,True,Bearish,Below CPR,Cash Only,-2,Short,72,Confirmed,CPR width: 0.4463% (12/20); Price location: Below CPR (20/20); Trend: partially aligned (1/2) (12/20); Participation: moderate (0.98x) (12/20); Higher timeframe: aligned (-2) (16/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
GAJA,Unclassified,145.94,146.63000000000002,146.97500000000002,146.28500000000003,0.47279703987940097,0.09523809523809523,Lower,Short,True,Bearish,Below CPR,Cash Only,-2,Short,72,Confirmed,CPR width: 0.4728% (12/20); Price location: Below CPR (20/20); Trend: aligned with SMA50/SMA100 (20/20); Participation: light (0.31x) (4/20); Higher timeframe: aligned (-2) (16/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
