SYMBOL,Industry,CLOSE,CPR_Top,CPR_Bottom,CPR_Width_Pct,Width_Rank_Pct,Overlay,Setup,Bias,Segment,Confluence_Score,Signal_Direction,Signal_Score,Signal_Grade,Signal_Explanation,Strategy_Type,Strategy_Setup,Strategy_Confirmation,Strategy_Explanation,Regime
IDEAFORGE,Unclassified,743.45,748.15,745.0166666666668,0.4214585154796169,0.18333333333333332,Lower,Short,Bearish,Cash Only,-2,Short,52,Mixed,CPR width: 0.4215% (12/20); Price location: Below CPR (20/20); Trend: opposes SMA direction (0/20); Participation: light (0.41x) (4/20); Higher timeframe: aligned (-2) (16/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,Risk Off
INDOTECH,Unclassified,3602.4,3635.0,3613.2666666666664,0.6033015027019092,0.23333333333333334,Lower,Short,Bearish,Cash Only,-2,Short,52,Mixed,CPR width: 0.6033% (12/20); Price location: Below CPR (20/20); Trend: opposes SMA direction (0/20); Participation: light (0.29x) (4/20); Higher timeframe: aligned (-2) (16/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,Risk Off
