TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,SYMBOL,SERIES,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,NAME,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,VOLUME,VALUE,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4,Segment,Industry,Nifty500,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width,CPR_Width_Pct,CPR_Class,Bias,Price_Position,Bullish_CPR,Bearish_CPR,Width_Rank_Pct,History_Days,Value_60d,Overlay,History_OK,Regime,Own_Narrow,ATR14,SMA50,SMA100,Width_ATR,Value_Ratio,Above_SMA50,Above_SMA100,Setup,Signal_Direction,Signal_Score,Signal_Grade,Signal_Explanation,Strategy_Type,Strategy_Setup,Strategy_Confirmation,Strategy_Explanation,Daily_Signal,Weekly_Signal,Monthly_Signal,Confluence_Score
2026-09-18,2026-09-18,CM,NSE,STK,16959,INE773I01017,ALKALI,EQ,,,,,ALKALI METALS LTD,73.06,87.66,72.05,87.66,87.66,73.05,,87.66,,,133798,11264708.36,2217,F1,1,,,,,,Cash Only,Unclassified,False,82.45666666666666,79.85499999999999,85.05833333333334,85.05833333333334,79.85499999999999,5.203333333333347,5.935812609323919,Wide,Bullish,Above CPR,False,False,1.0,60,596999.925,Higher,True,Risk On,False,10.498571428571429,69.0914,67.4079,0.49562298725450304,18.868860594915482,True,True,No setup,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Breakout,Confirmed,Wide CPR + close above CPR + trend aligned + participation confirmed,0,0,0,0
2026-09-18,2026-09-18,CM,NSE,STK,762854,INE641R01017,QUINT,EQ,,,,,QUINT DIGITAL LTD.,67.52,70.02,58.56,70.02,70.02,63.66,,70.02,,,668824,46136335.14,3241,F1,1,,,,,,Cash Only,Unclassified,False,66.19999999999999,64.28999999999999,68.10999999999999,68.10999999999999,64.28999999999999,3.819999999999993,5.455584118823184,Wide,Bullish,Above CPR,False,False,1.0,60,133202.305,Higher,True,Risk On,False,3.977142857142855,40.7404,40.8669,0.9604885057471252,346.362888690252,True,True,No setup,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Breakout,Confirmed,Wide CPR + close above CPR + trend aligned + participation confirmed,0,0,0,0
2026-09-18,2026-09-18,CM,NSE,STK,13572,INE867A01022,MANUGRAPH,EQ,,,,,MANUGRAPH INDIA LIMITED,15.04,18.22,15.04,18.09,17.81,15.19,,18.12,,,591694,10604893.07,2217,F1,1,,,,,,Cash Only,Unclassified,False,17.116666666666664,16.63,17.603333333333328,17.603333333333328,16.63,0.9733333333333292,5.3805048829924225,Wide,Bullish,Above CPR,False,False,0.9666666666666667,60,212343.85499999998,Higher,True,Risk On,False,1.6478571428571425,14.597000000000001,14.396999999999998,0.5906660887155012,49.942076590820115,True,True,No setup,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Breakout,Confirmed,Wide CPR + close above CPR + trend aligned + participation confirmed,0,0,0,0
2026-09-18,2026-09-18,CM,NSE,STK,14139,INE05ST01028,SBGLP,EQ,,,,,SURATWWALA BUS GROUP LTD,26.52,26.59,21.33,22.23,22.0,25.78,,22.23,,,587657,13979933.18,3377,F1,1,,,,,,Cash Only,Unclassified,False,23.383333333333336,23.96,22.806666666666672,23.96,22.806666666666672,1.1533333333333289,5.188184135552536,Wide,Bearish,Below CPR,False,False,1.0,60,543295.4450000001,Lower,True,Risk On,False,2.442857142857143,24.5172,25.244,0.4721247563352808,25.731732722331213,False,False,No setup,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Breakout,Confirmed,Wide CPR + close below CPR + trend aligned + participation confirmed,0,0,0,0
2026-09-18,2026-09-18,CM,NSE,STK,765170,INE205F01016,STLSTRINF,EQ,,,,,STEEL STRIPS INFRA L,26.0,26.9,23.12,23.47,23.13,25.15,,23.41,,,28554,696656.77,366,F1,1,,,,,,Cash Only,Unclassified,False,24.496666666666666,25.009999999999998,23.983333333333334,25.009999999999998,23.983333333333334,1.0266666666666637,4.374378639397801,Wide,Bearish,Below CPR,False,False,0.9545454545454546,22,42349.765,Lower,True,Risk On,False,2.7199999999999998,,,0.3774509803921558,16.45007404409446,False,False,No setup,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Breakout,Confirmed,Wide CPR + close below CPR + trend aligned + participation confirmed,0,0,0,0
2026-09-18,2026-09-18,CM,NSE,STK,762954,INE064A01026,TIMEX,EQ,,,,,TIMEX GROUP INDIA LTD.,613.05,729.0,613.05,714.2,720.0,611.1,,714.28,,,6651306,4639459095.7,169625,F1,1,,,,,,Cash Only,Unclassified,False,685.4166666666666,671.025,699.8083333333333,699.8083333333333,671.025,28.783333333333303,4.030150284700826,Wide,Bullish,Above CPR,False,False,1.0,60,178845922.875,Higher,True,Risk On,False,36.72500000000001,586.8340000000001,510.5425,0.7837531200363048,25.941095112034713,True,True,No setup,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Breakout,Confirmed,Wide CPR + close above CPR + trend aligned + participation confirmed,0,0,0,0
2026-09-18,2026-09-18,CM,NSE,STK,757767,INE12NJ01018,SAMBHV,EQ,,,,,SAMBHV STEEL TUBES LTD,129.08,150.99,129.08,147.57,150.11,129.09,,147.59,,,28285913,4085233547.63,156604,F1,1,,,,,,Cash Only,Unclassified,False,142.54666666666668,140.03500000000003,145.05833333333334,145.05833333333334,140.03500000000003,5.023333333333312,3.4040342436357744,Wide,Bullish,Above CPR,False,False,1.0,60,160751233.72,Higher,True,Risk On,False,6.526428571428575,123.9032,117.8681,0.7696909999635146,25.413388458005546,True,True,No setup,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Breakout,Confirmed,Wide CPR + close above CPR + trend aligned + participation confirmed,0,0,0,0
2026-09-18,2026-09-18,CM,NSE,STK,762528,INE850B01026,ABMKNO,EQ,,,,,A B M KNOWLEDGEWARE LTD.,178.0,187.9,170.05,170.5,170.05,174.37,,170.83,,,1382,237295.14,75,F1,1,,,,,,Cash Only,Unclassified,False,176.15,178.97500000000002,173.325,178.97500000000002,173.325,5.650000000000034,3.3137829912023657,Wide,Bearish,Below CPR,False,False,1.0,60,203035.06,Outside,True,Risk On,False,8.280714285714286,191.9628,205.387,0.6823082894850382,1.1687397240653905,False,False,No setup,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Breakout,Confirmed,Wide CPR + close below CPR + trend aligned + participation confirmed,0,0,0,0
2026-09-18,2026-09-18,CM,NSE,STK,16863,INE197J01017,LPDC,EQ,,,,,LANDMARK PR.DEV.CO.LTD,6.3,7.32,6.14,7.07,7.24,6.1,,7.07,,,456816,3167028.37,717,F1,1,,,,,,Cash Only,Unclassified,False,6.843333333333334,6.73,6.956666666666667,6.956666666666667,6.73,0.22666666666666657,3.2060348892032047,Wide,Bullish,Above CPR,False,False,0.9666666666666667,60,199610.11,Higher,True,Risk On,False,0.4892857142857144,6.5816,6.622999999999999,0.46326034063260313,15.866071963990203,True,True,No setup,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Breakout,Confirmed,Wide CPR + close above CPR + trend aligned + participation confirmed,0,0,0,0
2026-09-18,2026-09-18,CM,NSE,STK,15058,INE0LCL01028,AVALON,EQ,,,,,AVALON TECHNOLOGIES LTD,2236.2,2618.0,2218.3,2537.7,2602.0,2230.0,,2537.65,,,4310981,10671810791.2,245026,F1,1,,,,,,Cash Only,Unclassified,False,2458.0,2418.15,2497.85,2497.85,2418.15,79.69999999999982,3.140639161445397,Wide,Bullish,Above CPR,False,False,1.0,60,714533558.4,Higher,True,Risk On,False,165.0142857142857,2006.01,1763.1390000000001,0.4829884858453803,14.93535281267484,True,True,No setup,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Breakout,Confirmed,Wide CPR + close above CPR + trend aligned + participation confirmed,0,0,0,0
