TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,SYMBOL,SERIES,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,NAME,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,VOLUME,VALUE,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4,Segment,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width,CPR_Width_Pct,CPR_Class,Bias,Price_Position,Bullish_CPR,Bearish_CPR
2026-08-13,2026-08-13,CM,NSE,STK,30105,INF579M01BB5,GOLD360,EQ,,,,,360ONEAMC - GOLD360,149.4,149.4,147.6,148.5,148.7,149.4,,148.51,,,9701,1439177.45,209,F1,1,,,,,,Cash Only,148.5,148.5,148.5,148.5,148.5,0.0,0.0,Narrow,Neutral,Inside CPR,False,False
2026-08-13,2026-08-13,CM,NSE,STK,763602,INF579M01BP5,MSCI360,EQ,,,,,360ONEAMC - MSCI360,10.3,10.31,10.25,10.28,10.28,10.29,,10.31,,,937,9637.59,12,F1,1,,,,,,Cash Only,10.280000000000001,10.280000000000001,10.280000000000001,10.280000000000001,10.280000000000001,0.0,0.0,Narrow,Neutral,Below CPR,False,False
2026-08-13,2026-08-13,CM,NSE,STK,21840,INE393P01035,DIAMONDYD,EQ,,,,,PRATAAP SNACKS LIMITED,1192.8,1196.6,1171.8,1184.2,1178.0,1192.6,,1183.82,,,11928,14105902.0,706,F1,1,,,,,,Cash Only,1184.1999999999998,1184.1999999999998,1184.1999999999998,1184.1999999999998,1184.1999999999998,0.0,0.0,Narrow,Neutral,Above CPR,False,False
2026-08-13,2026-08-13,CM,NSE,STK,7420,INE859Q01017,MANAKALUCO,EQ,,,,,MANAK ALUMINIUM CO. LTD.,39.32,41.5,39.32,40.41,39.6,39.32,,40.41,,,100898,4088920.7,961,F1,1,,,,,,Cash Only,40.41,40.41,40.41,40.41,40.41,0.0,0.0,Narrow,Neutral,Inside CPR,False,False
2026-08-13,2026-08-13,CM,NSE,STK,5782,INF769K01HP3,MASPTOP50,EQ,,,,,MIRAEAMC - MASPTOP50,80.55,80.55,80.55,80.55,80.55,80.96,,80.55,,,17785,1432581.75,120,F1,1,,,,,,Cash Only,80.55,80.55,80.55,80.55,80.55,0.0,0.0,Narrow,Neutral,Inside CPR,False,False
2026-08-13,2026-08-13,CM,NSE,STK,13143,INF109KC18O0,GSEC10IETF,EQ,,,,,ICICIPRAMC - ICICI10GS,267.12,267.12,267.12,267.12,267.12,266.05,,267.12,,,3,801.36,3,F1,1,,,,,,Cash Only,267.12,267.12,267.12,267.12,267.12,0.0,0.0,Narrow,Neutral,Inside CPR,False,False
2026-08-13,2026-08-13,CM,NSE,STK,30139,INF109K1A021,CASHIETF,EQ,,,,,ICICIPRAMC - CASHIETF,1075.02,1075.04,1075.02,1075.03,1075.03,1074.89,,1075.03,,,156103,167816123.86,60,F1,1,,,,,,Cash Only,1075.03,1075.03,1075.03,1075.03,1075.03,0.0,0.0,Narrow,Neutral,Inside CPR,False,False
2026-08-13,2026-08-13,CM,NSE,STK,757725,INF204KC1FU1,LIQGRWBEES,EQ,,,,,NIPPONAMC - LIQGRWBEES,1051.41,1051.43,1051.41,1051.42,1051.43,1051.28,,1051.42,,,41216,43335114.27,163,F1,1,,,,,,Cash Only,1051.42,1051.42,1051.42,1051.42,1051.42,0.0,0.0,Narrow,Neutral,Inside CPR,False,False
2026-08-13,2026-08-13,CM,NSE,STK,14742,INF846K010Q0,SENSEXAXIS,EQ,,,,,AXISAMC-SENSEXAXIS,81.0,81.78,80.68,81.23,81.7,81.0,,81.23,,,11340,918449.37,59,F1,1,,,,,,Cash Only,81.23,81.23,81.23,81.23,81.23,0.0,0.0,Narrow,Neutral,Inside CPR,False,False
2026-08-13,2026-08-13,CM,NSE,STK,14501,INE050E01027,BALAMINES,EQ,,,,,BALAJI AMINES LIMITED,2081.0,2116.7,2075.1,2095.9,2088.0,2080.9,,2096.04,,,56785,119090991.6,6794,F1,1,,,,,,Cash Only,2095.8999999999996,2095.8999999999996,2095.8999999999996,2095.8999999999996,2095.8999999999996,0.0,0.0,Narrow,Neutral,Above CPR,False,False
2026-08-13,2026-08-13,CM,NSE,STK,14518,INF209KB18T9,ABSLLIQUID,EQ,,,,,BIRLASLAMC - ABSLLIQUID,1000.0,1000.01,999.99,1000.0,1000.01,999.99,,1000.0,,,3734,3733986.47,26,F1,1,,,,,,Cash Only,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,Narrow,Neutral,Inside CPR,False,False
2026-08-13,2026-08-13,CM,NSE,STK,23507,INE899L01030,UEL,EQ,,,,,UJAAS ENERGY LIMITED,246.5,246.5,246.5,246.5,246.5,259.47,,246.52,,,5917,1458540.5,195,F1,1,,,,,,Cash Only,246.5,246.5,246.5,246.5,246.5,0.0,0.0,Narrow,Neutral,Inside CPR,False,False
2026-08-13,2026-08-13,CM,NSE,STK,23915,INF0QA701854,LIQUIDBETF,EQ,,,,,BFAM - LIQUIDBETF,1094.35,1094.35,1094.33,1094.34,1094.35,1094.22,,1094.34,,,311778,341191062.84,140,F1,1,,,,,,Cash Only,1094.34,1094.34,1094.34,1094.34,1094.34,0.0,0.0,Narrow,Neutral,Inside CPR,False,False
2026-08-13,2026-08-13,CM,NSE,STK,4681,INE657B01025,BLUECHIP,EQ,,,,,BLUE CHIP INDIA LIMITED,1.78,1.78,1.78,1.78,1.78,1.75,,2.06,,,17181,30582.18,29,F1,1,,,,,,Cash Only,1.78,1.78,1.78,1.78,1.78,0.0,0.0,Narrow,Neutral,Inside CPR,False,False
2026-08-13,2026-08-13,CM,NSE,STK,757781,INF109K1A344,TOP15IETF,EQ,,,,,ICICIPRAMC - TOP15IETF,10.04,10.11,9.97,10.04,10.05,10.0,,10.04,,,32419,324834.33,145,F1,1,,,,,,Cash Only,10.04,10.04,10.04,10.04,10.04,0.0,0.0,Narrow,Neutral,Inside CPR,False,False
2026-08-13,2026-08-13,CM,NSE,STK,11441,INF767K01OT5,LICNETFSEN,EQ,,,,,LICNAMC - LICNFESGP,883.91,883.91,883.91,883.91,883.91,883.05,,883.91,,,1,883.91,1,F1,1,,,,,,Cash Only,883.91,883.91,883.91,883.91,883.91,0.0,0.0,Narrow,Neutral,Inside CPR,False,False
2026-08-13,2026-08-13,CM,NSE,STK,25608,INE337M01021,INDOTHAI,EQ,,,,,INDO THAI SEC LTD,81.13,81.13,81.13,81.13,81.13,85.4,,81.06,,,38995,3163664.35,430,F1,1,,,,,,Cash Only,81.13,81.13,81.13,81.13,81.13,0.0,0.0,Narrow,Neutral,Inside CPR,False,False
2026-08-13,2026-08-13,CM,NSE,STK,24870,INE878H01024,INVENTURE,EQ,,,,,INVENTURE GRO & SEC LTD,0.91,0.92,0.9,0.91,0.91,0.9,,0.91,,,937420,851777.45,275,F1,1,,,,,,Cash Only,0.91,0.91,0.91,0.91,0.91,0.0,0.0,Narrow,Neutral,Inside CPR,False,False
2026-08-13,2026-08-13,CM,NSE,STK,30472,INF1J2R01056,AONELIQUID,EQ,,,,,AONEAMC - AONELIQUID,1072.35,1072.35,1072.33,1072.34,1072.33,1072.19,,1072.34,,,29672,31818257.82,105,F1,1,,,,,,Cash Only,1072.34,1072.34,1072.34,1072.34,1072.34,0.0,0.0,Narrow,Neutral,Inside CPR,False,False
2026-08-13,2026-08-13,CM,NSE,STK,8054,INE614B01018,KTKBANK,EQ,,,,,KARNATAKA BANK LIMITED,314.7,314.8,310.7,312.75,312.8,313.7,,312.74,,,1143552,357214219.9,23331,F1,1,,,,,,Cash Only,312.75,312.75,312.75,312.75,312.75,0.0,0.0,Narrow,Neutral,Inside CPR,False,False
2026-08-13,2026-08-13,CM,NSE,STK,1927,INF740KA1EU7,LIQUIDETF,EQ,,,,,DSP LIQUID ETF,1000.0,1000.01,999.99,1000.0,1000.0,1000.0,,1000.0,,,185505,185505426.13,248,F1,1,,,,,,Cash Only,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,Narrow,Neutral,Inside CPR,False,False
2026-08-13,2026-08-13,CM,NSE,STK,762807,INE166R01015,NATIONSTD,EQ,,,,,NATIONAL STAND (INDIA) L,156.28,156.28,156.28,156.28,156.28,164.5,,156.29,,,2903,453680.84,131,F1,1,,,,,,Cash Only,156.28,156.28,156.28,156.28,156.28,0.0,0.0,Narrow,Neutral,Inside CPR,False,False
2026-08-13,2026-08-13,CM,NSE,STK,2627,INF174KA1GC5,IT,EQ,,,,,KOTAKMAMC - KOTAKIT,34.66,34.95,34.53,34.74,34.7,34.66,,34.74,,,244452,8487549.02,681,F1,1,,,,,,Cash Only,34.74,34.74,34.74,34.74,34.74,0.0,0.0,Narrow,Neutral,Inside CPR,False,False
2026-08-13,2026-08-13,CM,NSE,STK,10512,INF174KA1ZF8,CONS,EQ,,,,,KOTAKMAMC - KOTAKCONS,12.57,12.57,12.43,12.5,12.53,12.45,,12.5,,,9918,123698.0,99,F1,1,,,,,,Cash Only,12.5,12.5,12.5,12.5,12.5,0.0,0.0,Narrow,Neutral,Inside CPR,False,False
2026-08-13,2026-08-13,CM,NSE,STK,7422,INF247L01AU3,MONQ50,EQ,,,,,MOTILALAMC - MONQ50,148.63,148.63,148.63,148.63,148.63,148.2,,148.63,,,17759,2639520.17,136,F1,1,,,,,,Cash Only,148.63,148.63,148.63,148.63,148.63,0.0,0.0,Narrow,Neutral,Inside CPR,False,False
2026-08-13,2026-08-13,CM,NSE,STK,759466,INF754K01VW2,ELIQUID,EQ,,,,,EDELAMC - ELIQUID,1043.41,1043.41,1043.39,1043.4,1043.41,1043.25,,1043.4,,,13949,14554496.41,17,F1,1,,,,,,Cash Only,1043.4,1043.4,1043.4,1043.4,1043.4,0.0,0.0,Narrow,Neutral,Inside CPR,False,False
2026-08-13,2026-08-13,CM,NSE,STK,762812,INE605D01012,NEAGI,EQ,,,,,NEELAMALAI AGRO INDS. L,3138.4,3138.4,3138.4,3138.4,3138.4,3138.4,,3074.7,,,2,6276.8,1,F1,1,,,,,,Cash Only,3138.4,3138.4,3138.4,3138.4,3138.4,0.0,0.0,Narrow,Neutral,Inside CPR,False,False
2026-08-13,2026-08-13,CM,NSE,STK,9867,INE747B01016,NEXTMEDIA,EQ,,,,,NEXT MEDIAWORKS LIMITED,3.79,3.87,3.79,3.83,3.86,3.79,,3.83,,,9709,37281.46,63,F1,1,,,,,,Cash Only,3.83,3.83,3.83,3.83,3.83,0.0,0.0,Narrow,Neutral,Inside CPR,False,False
2026-08-13,2026-08-13,CM,NSE,STK,762879,INE318C01014,SAYAJIHOTL,EQ,,,,,SAYAJI HOTELS LTD.,325.0,325.0,325.0,325.0,325.0,328.0,,325.5,,,6,1950.0,2,F1,1,,,,,,Cash Only,325.0,325.0,325.0,325.0,325.0,0.0,0.0,Narrow,Neutral,Inside CPR,False,False
2026-08-13,2026-08-13,CM,NSE,STK,22739,INF247L01AP3,MON100,EQ,,,,,MOTILAL OS NASDAQ100 ETF,330.55,330.55,330.55,330.55,330.55,331.16,,330.55,,,205118,67801754.9,831,F1,1,,,,,,Cash Only,330.55,330.55,330.55,330.55,330.55,0.0,0.0,Narrow,Neutral,Inside CPR,False,False
2026-08-13,2026-08-13,CM,NSE,STK,762523,INE365O01028,ABANSENT,EQ,,,,,ABANS ENTERPRISES LTD.,28.94,28.94,28.94,28.94,28.94,27.57,,28.94,,,9242,267463.48,35,F1,1,,,,,,Cash Only,28.94,28.94,28.94,28.94,28.94,0.0,0.0,Narrow,Neutral,Inside CPR,False,False
2026-08-13,2026-08-13,CM,NSE,STK,19218,INE0JWS01017,VALIANTLAB,EQ,,,,,VALIANT LABORATORIES LTD,78.49,78.49,78.49,78.49,78.49,74.76,,78.51,,,7454,585064.46,30,F1,1,,,,,,Cash Only,78.49,78.49,78.49,78.49,78.49,0.0,0.0,Narrow,Neutral,Inside CPR,False,False
2026-08-13,2026-08-13,CM,NSE,STK,13342,INE051B01021,VAKRANGEE,EQ,,,,,VAKRANGEE LIMITED,5.95,5.98,5.92,5.95,5.97,5.95,,5.95,,,490760,2920906.39,921,F1,1,,,,,,Cash Only,5.95,5.95,5.95,5.95,5.95,0.0,0.0,Narrow,Neutral,Inside CPR,False,False
2026-08-13,2026-08-13,CM,NSE,STK,1162,INE043A01012,GTL,EQ,,,,,GTL LTD,7.8,7.8,7.5,7.65,7.72,7.6,,7.65,,,200583,1535089.45,633,F1,1,,,,,,Cash Only,7.650000000000001,7.65,7.650000000000002,7.650000000000002,7.65,1.7763568394002505e-15,2.3220350841833342e-14,Narrow,Bullish,Inside CPR,False,False
2026-08-13,2026-08-13,CM,NSE,STK,6385,INE652F01027,CCHHL,EQ,,,,,COUNTRY CLUB HOSP HOL LTD,12.3,12.69,12.13,12.41,12.64,12.36,,12.41,,,15521,192804.72,132,F1,1,,,,,,Cash Only,12.410000000000002,12.41,12.410000000000004,12.410000000000004,12.41,3.552713678800501e-15,2.862782980500001e-14,Narrow,Bullish,Inside CPR,False,False
2026-08-13,2026-08-13,CM,NSE,STK,5194,INE414B01021,ANTGRAPHIC,EQ,,,,,ANTARCTICA LTD,0.73,0.76,0.72,0.74,0.74,0.73,,0.74,,,179250,132450.08,178,F1,1,,,,,,Cash Only,0.7399999999999999,0.74,0.7399999999999998,0.74,0.7399999999999998,2.220446049250313e-16,3.00060276925718e-14,Narrow,Bearish,Inside CPR,False,False
2026-08-13,2026-08-13,CM,NSE,STK,25643,INE0Q3J01015,KRN,EQ,,,,,KRN HEAT EXCHANGE N REF L,1398.4,1398.4,1398.4,1398.4,1398.4,1331.9,,1398.5,,,58663,82034339.2,1242,F1,1,,,,,,Cash Only,1398.4000000000003,1398.4,1398.4000000000005,1398.4000000000005,1398.4,4.547473508864641e-13,3.2519118341423346e-14,Narrow,Bullish,Inside CPR,False,False
2026-08-13,2026-08-13,CM,NSE,STK,760359,INF740KA1WX3,SMALLADD,EQ,,,,,DSPAMC - SMALLADD,18.49,18.53,18.45,18.49,18.5,18.45,,18.49,,,24494,453221.42,139,F1,1,,,,,,Cash Only,18.49,18.490000000000002,18.489999999999995,18.490000000000002,18.489999999999995,7.105427357601002e-15,3.842848760195242e-14,Narrow,Bearish,Inside CPR,False,False
2026-08-13,2026-08-13,CM,NSE,STK,17572,INF769K01KS1,LIQUID,EQ,,,,,MIRAEAMC - LIQUID,1000.0,1000.0,999.99,999.99,999.99,999.99,,999.99,,,546702,546698609.69,185,F1,1,,,,,,Cash Only,999.9933333333333,999.995,999.9916666666667,999.995,999.9916666666667,0.0033333333333303017,0.0003333366666996971,Narrow,Bearish,Below CPR,False,True
2026-08-13,2026-08-13,CM,NSE,STK,13950,INF174KA1LV5,LIQUID1,EQ,,,,,KOTAKMAMC - KOTAKLIQ,1117.91,1117.93,1117.91,1117.91,1117.92,1117.77,,1117.91,,,928284,1037744829.64,1498,F1,1,,,,,,Cash Only,1117.9166666666667,1117.92,1117.9133333333334,1117.92,1117.9133333333334,0.006666666666660603,0.0005963509286669412,Narrow,Bearish,Below CPR,False,True
2026-08-13,2026-08-13,CM,NSE,STK,24374,INF680P01422,LIQUIDSHRI,EQ,,,,,SHRIRAM - LIQUIDSHRI,1117.08,1117.08,1117.06,1117.08,1117.08,1116.91,,1117.08,,,2129,2378231.64,12,F1,1,,,,,,Cash Only,1117.0733333333333,1117.07,1117.0766666666666,1117.0766666666666,1117.07,0.006666666666660603,0.0005967940225105277,Narrow,Bullish,Above CPR,True,False
2026-08-13,2026-08-13,CM,NSE,STK,18279,INF179KC1JG3,HDFCLIQUID,EQ,,,,,HDFCAMC - HDFCLIQUID,1073.45,1073.47,1073.45,1073.45,1073.47,1073.32,,1073.45,,,36012,38657693.38,43,F1,1,,,,,,Cash Only,1073.4566666666667,1073.46,1073.4533333333334,1073.46,1073.4533333333334,0.006666666666660603,0.0006210505069319114,Narrow,Bearish,Below CPR,False,True
