SYMBOL,Industry,CLOSE,CPR_Top,CPR_Bottom,CPR_Width_Pct,Width_Rank_Pct,Overlay,Setup,Bias,Segment,Confluence_Score,Signal_Direction,Signal_Score,Signal_Grade,Signal_Explanation,Strategy_Type,Strategy_Setup,Strategy_Confirmation,Strategy_Explanation,Regime
MOLBIO,Unclassified,1307.0,1316.9,1310.3000000000002,0.504973221117055,0.09090909090909091,Lower,Short,Bearish,Cash Only,-2,Short,88,Strong confirmation,CPR width: 0.5050% (12/20); Price location: Below CPR (20/20); Trend: aligned with SMA50/SMA100 (20/20); Participation: confirmed (3.95x) (20/20); Higher timeframe: aligned (-2) (16/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,Risk Off
WANBURY,Unclassified,222.6,224.15,223.11666666666665,0.46421084156934406,0.25,Lower,Short,Bearish,Cash Only,-2,Short,72,Confirmed,CPR width: 0.4642% (12/20); Price location: Below CPR (20/20); Trend: aligned with SMA50/SMA100 (20/20); Participation: light (0.57x) (4/20); Higher timeframe: aligned (-2) (16/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,Risk Off
