SYMBOL,period_end,OPEN,HIGH,LOW,CLOSE,VALUE,NAME,session,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width,CPR_Width_Pct,CPR_Class,Bias,Price_Position,Industry,Bullish_CPR,Bearish_CPR,Width_Rank_Pct,History_Days,Value_60d,Overlay,Own_Narrow,Setup,Applies,Timeframe
NACLIND,20260814,177.36,181.85,165.0,166.54,535755096.53,NACL INDUSTRIES LIMITED,20260814,171.13,173.425,168.83499999999998,173.425,168.83499999999998,4.590000000000032,2.7560946319202784,Wide,Bearish,Below CPR,Unclassified,False,True,0.6388888888888888,36,307593169.40500003,Lower,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
NAGREEKCAP,20260814,21.81,24.34,21.81,23.84,1028188.1799999999,NAGREEKA CAP & INFR.LTD,20260814,23.33,23.075,23.584999999999997,23.584999999999997,23.075,0.509999999999998,2.1392617449664346,Wide,Bullish,Above CPR,Unclassified,False,False,0.5357142857142857,28,1098122.915,Overlapping,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
NAGREEKEXP,20260814,22.06,25.49,21.82,24.32,31859316.49,NAGREEKA EXPORTS LTD.,20260814,23.876666666666665,23.655,24.09833333333333,24.09833333333333,23.655,0.44333333333332803,1.822916666666645,Wide,Bullish,Above CPR,Unclassified,False,False,0.6296296296296297,54,1245417.325,Higher,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
NAHARCAP,20260814,272.0,272.0,253.0,256.06,3604043.5300000003,NAHAR CAP & FIN.,20260814,260.3533333333333,262.5,258.2066666666666,262.5,258.2066666666666,4.293333333333408,1.6766903590304645,Wide,Bearish,Below CPR,Unclassified,False,True,0.7555555555555555,45,5911825.77,Lower,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
NAHARINDUS,20260814,128.5,135.45,118.0,122.04,35827472.28,NAHAR INDS ENT LTD,20260814,125.16333333333334,126.725,123.60166666666669,126.725,123.60166666666669,3.1233333333333064,2.559270184638894,Wide,Bearish,Below CPR,Unclassified,False,True,0.9148936170212766,47,7197142.96,Overlapping,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
NAHARPOLY,20260814,235.2,255.45,235.2,243.3,33035529.8,NAHAR POLY FILMS LIMITED,20260814,244.65,245.325,243.97500000000002,245.325,243.97500000000002,1.349999999999966,0.5548705302096038,Moderate,Bearish,Below CPR,Unclassified,False,True,0.26,50,14179797.325,Overlapping,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
NAHARSPING,20260814,320.0,324.45,296.05,302.0,39466291.55,NAHAR SPINNING MILLS LTD.,20260814,307.5,310.25,304.75,310.25,304.75,5.5,1.8211920529801324,Wide,Bearish,Below CPR,Unclassified,False,True,0.8,40,20305006.595,Lower,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
NAM-INDIA,20260814,1176.0,1192.4,1159.6,1167.9,3376977137.8,NIPPON L I A M LTD,20260814,1173.3,1176.0,1170.6,1176.0,1170.6,5.400000000000091,0.46236835345492683,Moderate,Bearish,Below CPR,Financial Services,False,True,0.16666666666666666,54,3731733536.625,Lower,True,Short,Week 17 Aug – 21 Aug 2026,Weekly
NARMADA,20260814,13.89,15.3,13.4,15.19,76018635.75999999,NARMADA AGROBASE LIMITED,20260814,14.63,14.350000000000001,14.91,14.91,14.350000000000001,0.5599999999999987,3.6866359447004524,Wide,Bullish,Above CPR,Unclassified,False,False,0.8292682926829268,41,45229997.39,Overlapping,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
NATCAPSUQ,20260814,163.0,181.9,146.0,149.72,32256468.110000003,NATURAL CAPSULES LIMITED,20260814,159.20666666666668,163.95,154.46333333333337,163.95,154.46333333333337,9.486666666666622,6.336272152462344,Wide,Bearish,Below CPR,Unclassified,False,True,0.9782608695652174,46,4569845.17,Outside,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
NATCOPHARM,20260814,917.6,964.85,886.35,903.15,4206241502.5,NATCO PHARMA LTD.,20260814,918.1166666666667,925.6,910.6333333333333,925.6,910.6333333333333,14.966666666666697,1.6571628928380333,Wide,Bearish,Below CPR,Healthcare,False,True,0.7592592592592593,54,2594322319.9750004,Outside,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
NATHBIOGEN,20260814,158.0,158.99,152.39,155.06,9494084.69,NATH BIO-GENES (I) LTD,20260814,155.48,155.69,155.26999999999998,155.69,155.26999999999998,0.4200000000000159,0.2708628917838359,Moderate,Bearish,Below CPR,Unclassified,False,True,0.18181818181818182,44,14541497.105,Lower,True,Short,Week 17 Aug – 21 Aug 2026,Weekly
NATIONALUM,20260814,381.7,422.2,375.0,376.0,29166457417.8,NATIONAL ALUMINIUM CO LTD,20260814,391.06666666666666,398.6,383.5333333333333,398.6,383.5333333333333,15.06666666666672,4.007092198581574,Wide,Bearish,Below CPR,Metals & Mining,False,True,0.9814814814814815,54,16586879666.8,Higher,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
NATIONSTD,20260814,182.26,182.26,148.47,148.47,1968389.33,NATIONAL STAND (INDIA) L,20260814,159.73333333333335,165.365,154.1016666666667,165.365,154.1016666666667,11.263333333333321,7.586268830964721,Wide,Bearish,Below CPR,Unclassified,False,True,0.8823529411764706,17,1348868.3,Lower,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
NAUKRI,20260814,1240.1,1391.0,1236.7,1343.0,26294272766.4,INFO EDGE (I) LTD,20260814,1323.5666666666666,1313.85,1333.2833333333333,1333.2833333333333,1313.85,19.433333333333394,1.447009183420208,Wide,Bullish,Above CPR,Consumer Services,False,False,0.7777777777777778,54,7589377785.925,Higher,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
NAVA,20260814,579.8,598.5,560.5,572.65,1420196479.6,NAVA LIMITED,20260814,577.2166666666667,579.5,574.9333333333334,579.5,574.9333333333334,4.566666666666606,0.7974620914461898,Wide,Bearish,Below CPR,Power,False,True,0.3888888888888889,54,874157134.225,Overlapping,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
NAVINFLUOR,20260814,8270.0,8451.0,8125.5,8235.0,7629893092.0,NAVIN FLUORINE INT. LTD,20260814,8270.5,8288.25,8252.75,8288.25,8252.75,35.5,0.43108682452944747,Moderate,Bearish,Below CPR,Chemicals,False,True,0.24074074074074073,54,4237745876.5,Higher,True,No setup,Week 17 Aug – 21 Aug 2026,Weekly
NAVKARCORP,20260814,100.5,102.79,98.4,99.49,122145652.96000001,NAVKAR CORPORATION LTD.,20260814,100.22666666666667,100.595,99.85833333333335,100.595,99.85833333333335,0.7366666666666504,0.7404429255871449,Moderate,Bearish,Below CPR,Unclassified,False,True,0.37037037037037035,54,183712116.535,Overlapping,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
NAVNETEDUL,20260814,134.5,136.01,130.83,134.01,98499483.07000001,NAVNEET EDUCATION LTD,20260814,133.61666666666667,133.42000000000002,133.81333333333333,133.81333333333333,133.42000000000002,0.39333333333331666,0.2935104345446733,Moderate,Bullish,Above CPR,Unclassified,False,False,0.16666666666666666,54,151590652.865,Higher,True,Long,Week 17 Aug – 21 Aug 2026,Weekly
NAZARA,20260814,351.55,362.0,350.0,355.9,2741198908.95,NAZARA TECHNOLOGIES LTD,20260814,355.9666666666667,356.0,355.9333333333334,356.0,355.9333333333334,0.06666666666660603,0.018731853516888462,Narrow,Bearish,Below CPR,Unclassified,False,True,0.018518518518518517,54,2883115116.925,Higher,True,No setup,Week 17 Aug – 21 Aug 2026,Weekly
NBCC,20260814,95.25,95.55,89.1,89.15,3350677115.7799997,NBCC (INDIA) LIMITED,20260814,91.26666666666665,92.32499999999999,90.20833333333331,92.32499999999999,90.20833333333331,2.1166666666666742,2.374275565526275,Wide,Bearish,Below CPR,Construction,False,True,0.8888888888888888,54,4566687573.110001,Lower,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
NBIFIN,20260814,2123.0,2200.0,2049.0,2092.5,5471374.5,N.B.I. IND. FIN. CO. LTD,20260814,2113.8333333333335,2124.5,2103.166666666667,2124.5,2103.166666666667,21.33333333333303,1.0195141377936932,Wide,Bearish,Below CPR,Unclassified,False,True,0.5,54,3449237.3,Lower,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
NCC,20260814,146.3,147.95,140.47,140.65,987976677.19,NCC LIMITED,20260814,143.0233333333333,144.20999999999998,141.83666666666664,144.20999999999998,141.83666666666664,2.373333333333335,1.6874037208200034,Wide,Bearish,Below CPR,Construction,False,True,0.7037037037037037,54,1980828446.26,Lower,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
NCLIND,20260814,179.98,180.85,172.0,172.57,43285047.45,NCL INDUSTRIES LIMITED,20260814,175.14000000000001,176.425,173.85500000000002,176.425,173.85500000000002,2.569999999999993,1.4892507388306155,Wide,Bearish,Below CPR,Unclassified,False,True,0.7777777777777778,54,54992352.614999995,Lower,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
NDGL,20260814,2652.3,3140.9,2600.0,2927.9,9561532.2,NAGA DHUNSERI GROUP LTD,20260814,2889.6,2870.45,2908.75,2908.75,2870.45,38.30000000000018,1.308104784999494,Wide,Bullish,Above CPR,Unclassified,False,False,0.5555555555555556,54,2898433.3499999996,Higher,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
NDL,20260814,2.34,2.43,2.26,2.32,12591304.45,NANDAN DENIM LIMITED,20260814,2.3366666666666664,2.3449999999999998,2.328333333333333,2.3449999999999998,2.328333333333333,0.016666666666666607,0.7183908045976987,Moderate,Bearish,Below CPR,Unclassified,False,True,0.3333333333333333,54,20462404.965,Overlapping,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
NDLVENTURE,20260814,127.0,133.99,125.22,127.46,62123723.85,NDL VENTURES LIMITED,20260814,128.89000000000001,129.60500000000002,128.175,129.60500000000002,128.175,1.4300000000000068,1.1219206025419795,Wide,Bearish,Below CPR,Unclassified,False,True,0.475,40,12892419.465,Outside,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
NDRAUTO,20260814,828.95,884.45,796.0,817.0,295791791.4,NDR AUTO COMPONENTS LTD,20260814,832.4833333333332,840.225,824.7416666666664,840.225,824.7416666666664,15.483333333333576,1.895144838841319,Wide,Bearish,Below CPR,Unclassified,False,True,0.6481481481481481,54,94742331.025,Overlapping,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
NDTV,20260814,76.81,78.98,75.17,76.53,32434806.28,NDTV LTD,20260814,76.89333333333333,77.075,76.71166666666666,77.075,76.71166666666666,0.36333333333334394,0.47475935363039845,Moderate,Bearish,Below CPR,Unclassified,False,True,0.22448979591836735,49,109312684.92,Overlapping,True,No setup,Week 17 Aug – 21 Aug 2026,Weekly
NEAGI,20260814,3150.0,3252.7,3072.0,3139.0,1067004.4000000001,NEELAMALAI AGRO INDS. L,20260814,3154.566666666667,3162.35,3146.783333333334,3162.35,3146.783333333334,15.566666666665697,0.4959116491451321,Moderate,Bearish,Below CPR,Unclassified,False,True,0.35294117647058826,17,111676.8,Inside,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
NELCAST,20260814,125.66,126.09,117.15,117.78,58236090.400000006,NELCAST LIMITED,20260814,120.33999999999999,121.62,119.05999999999997,121.62,119.05999999999997,2.5600000000000307,2.1735438953982262,Wide,Bearish,Below CPR,Unclassified,False,True,0.7222222222222222,54,79904652.545,Lower,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
NELCO,20260814,968.0,1075.1,960.2,1024.6,2906412165.6,NELCO LTD,20260814,1019.9666666666666,1017.65,1022.2833333333332,1022.2833333333332,1017.65,4.633333333333212,0.4522089921269971,Moderate,Bullish,Above CPR,Unclassified,False,False,0.18518518518518517,54,309829978.775,Higher,True,Long,Week 17 Aug – 21 Aug 2026,Weekly
NEOGEN,20260814,2055.2,2223.1,2016.2,2204.9,2437464786.8,NEOGEN CHEMICALS LIMITED,20260814,2148.066666666667,2119.65,2176.483333333334,2176.483333333334,2119.65,56.83333333333394,2.577592332229758,Wide,Bullish,Above CPR,Unclassified,False,False,0.7962962962962963,54,525134392.1,Higher,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
NEPHROPLUS,20260814,699.9,725.0,671.8,696.7,757685164.1,NEPHROCARE HEALTH SERV L,20260814,697.8333333333334,698.4,697.2666666666668,698.4,697.2666666666668,1.133333333333212,0.1626716425051259,Narrow,Bearish,Below CPR,Unclassified,False,True,0.08571428571428572,35,377578626.84999996,Inside,True,No setup,Week 17 Aug – 21 Aug 2026,Weekly
NESCO,20260814,1055.7,1060.0,1034.0,1038.0,91806647.1,NESCO LTD.,20260814,1044.0,1047.0,1041.0,1047.0,1041.0,6.0,0.5780346820809248,Moderate,Bearish,Below CPR,Unclassified,False,True,0.25925925925925924,54,281396095.35,Lower,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
NESTLEIND,20260814,1534.1,1547.5,1491.3,1499.1,13280639939.4,NESTLE INDIA LIMITED,20260814,1512.6333333333332,1519.4,1505.8666666666663,1519.4,1505.8666666666663,13.533333333333758,0.9027638805505809,Wide,Bearish,Below CPR,Fast Moving Consumer Goods,False,True,0.6666666666666666,54,7436815687.1,Inside,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
NETWEB,20260814,4958.0,5269.0,4753.0,5007.2,38644491946.7,NETWEB TECH INDIA LTD,20260814,5009.733333333334,5011.0,5008.466666666667,5011.0,5008.466666666667,2.5333333333328483,0.05059381157798467,Narrow,Bearish,Below CPR,Information Technology,False,True,0.07407407407407407,54,28312057272.7,Higher,True,No setup,Week 17 Aug – 21 Aug 2026,Weekly
NETWORK18,20260814,29.43,29.51,28.57,29.01,272584362.24,NETWORK18 MEDIA & INV LTD,20260814,29.03,29.04,29.020000000000003,29.04,29.020000000000003,0.01999999999999602,0.0689417442261152,Narrow,Bearish,Below CPR,Unclassified,False,True,0.037037037037037035,54,631690716.4950001,Lower,True,Short,Week 17 Aug – 21 Aug 2026,Weekly
NEULANDLAB,20260814,22915.0,23650.0,22123.0,23320.0,9750712515.0,NEULAND LAB LTD.,20260814,23031.0,22886.5,23175.5,23175.5,22886.5,289.0,1.2392795883361922,Wide,Bullish,Above CPR,Healthcare,False,False,0.4074074074074074,54,3213741843.0,Higher,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
NEWGEN,20260814,551.0,571.85,525.5,535.15,2177483908.5499997,NEWGEN SOFTWARE TECH LTD,20260814,544.1666666666666,548.675,539.6583333333333,548.675,539.6583333333333,9.016666666666652,1.6848858575477255,Wide,Bearish,Below CPR,Information Technology,False,True,0.6666666666666666,54,2240835666.625,Lower,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
NEXTMEDIA,20260814,4.04,4.04,3.62,3.86,161939.62,NEXT MEDIAWORKS LIMITED,20260814,3.84,3.83,3.8499999999999996,3.8499999999999996,3.83,0.019999999999999574,0.5181347150258957,Moderate,Bullish,Above CPR,Unclassified,False,False,0.2222222222222222,54,337453.39,Lower,True,No setup,Week 17 Aug – 21 Aug 2026,Weekly
NFL,20260814,71.91,74.0,71.33,71.81,222978131.66,NATIONAL FERT. LTD,20260814,72.38,72.66499999999999,72.095,72.66499999999999,72.095,0.5699999999999932,0.7937613145801325,Wide,Bearish,Below CPR,Unclassified,False,True,0.5,54,377869883.97,Overlapping,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
NGLFINE,20260814,3403.6,3602.0,3369.0,3454.0,150154955.9,NGL FINE CHEM LIMITED,20260814,3475.0,3485.5,3464.5,3485.5,3464.5,21.0,0.6079907353792704,Moderate,Bearish,Below CPR,Unclassified,False,True,0.2222222222222222,54,39097627.95,Higher,True,No setup,Week 17 Aug – 21 Aug 2026,Weekly
NH,20260814,1893.8,1898.9,1815.0,1832.6,3684484072.6,NARAYANA HRUDAYALAYA LTD.,20260814,1848.8333333333333,1856.95,1840.7166666666665,1856.95,1840.7166666666665,16.233333333333576,0.8858088690021595,Wide,Bearish,Below CPR,Healthcare,False,True,0.5740740740740741,54,2552435032.6,Lower,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
NHPC,20260814,76.92,78.1,76.0,76.9,2580655691.0,NHPC LTD,20260814,77.0,77.05,76.95,77.05,76.95,0.09999999999999432,0.13003901170350365,Narrow,Bearish,Below CPR,Power,False,True,0.1111111111111111,54,5024171145.32,Lower,True,Short,Week 17 Aug – 21 Aug 2026,Weekly
NIACL,20260814,177.75,187.1,174.8,179.08,1045152874.3,THE NEW INDIA ASSU CO LTD,20260814,180.32666666666668,180.95,179.70333333333338,180.95,179.70333333333338,1.2466666666666129,0.696150696150666,Moderate,Bearish,Below CPR,Financial Services,False,True,0.3333333333333333,54,523821545.805,Overlapping,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
NIBE,20260814,1415.1,1570.0,1377.6,1490.1,529887334.1,NIBE LIMITED,20260814,1479.2333333333333,1473.8,1484.6666666666667,1484.6666666666667,1473.8,10.866666666666788,0.7292575442364129,Moderate,Bullish,Above CPR,Unclassified,False,False,0.24074074074074073,54,338933117.9,Higher,True,Long,Week 17 Aug – 21 Aug 2026,Weekly
NIBL,20260814,36.2,36.2,31.0,33.29,3223370.3,NRB INDUS. BEARINGS LTD.,20260814,33.49666666666667,33.6,33.39333333333334,33.6,33.39333333333334,0.20666666666666345,0.6208070491639035,Moderate,Bearish,Below CPR,Unclassified,False,True,0.10204081632653061,49,4629418.92,Lower,True,Short,Week 17 Aug – 21 Aug 2026,Weekly
NIITLTD,20260814,95.49,97.92,92.21,95.55,125311593.96,NIIT LIMITED,20260814,95.22666666666667,95.065,95.38833333333335,95.38833333333335,95.065,0.3233333333333519,0.338391766963215,Moderate,Bullish,Above CPR,Unclassified,False,False,0.16666666666666666,54,167590314.315,Lower,True,No setup,Week 17 Aug – 21 Aug 2026,Weekly
NIITMTS,20260814,243.65,252.79,235.1,240.96,113272205.56,NIIT LEARNING SYSTEMS LTD,20260814,242.95000000000002,243.945,241.95500000000004,243.945,241.95500000000004,1.9899999999999523,0.8258632138114012,Wide,Bearish,Below CPR,Unclassified,False,True,0.35185185185185186,54,216049907.745,Higher,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
NILAINFRA,20260814,7.47,7.55,7.1,7.14,6194686.32,NILA INFRASTRUCTURES LTD,20260814,7.263333333333333,7.324999999999999,7.201666666666666,7.324999999999999,7.201666666666666,0.12333333333333307,1.7273576097105472,Wide,Bearish,Below CPR,Unclassified,False,True,0.6851851851851852,54,11961813.465,Lower,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
NILASPACES,20260814,12.2,13.0,11.38,12.31,48906216.21,NILA SPACES LIMITED,20260814,12.230000000000002,12.190000000000001,12.270000000000003,12.270000000000003,12.190000000000001,0.08000000000000185,0.6498781478472936,Moderate,Bullish,Above CPR,Unclassified,False,False,0.3170731707317073,41,34433937.97,Lower,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
NILE,20260814,1532.0,1624.8,1445.7,1487.3,65026666.6,NILE LTD.,20260814,1519.2666666666667,1535.25,1503.2833333333333,1535.25,1503.2833333333333,31.966666666666697,2.149308590510771,Wide,Bearish,Below CPR,Unclassified,False,True,0.5882352941176471,17,25558536.099999998,Lower,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
NILKAMAL,20260814,1741.9,1950.0,1710.0,1860.0,645512396.6,NILKAMAL LIMITED,20260814,1840.0,1830.0,1850.0,1850.0,1830.0,20.0,1.0752688172043012,Wide,Bullish,Above CPR,Unclassified,False,False,0.6851851851851852,54,29799460.1,Higher,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
NIMBSPROJ,20260814,181.0,185.98,176.0,180.0,4790426.11,NIMBUS PROJECTS LIMITED,20260814,180.66,180.99,180.32999999999998,180.99,180.32999999999998,0.660000000000025,0.3666666666666806,Moderate,Bearish,Below CPR,Unclassified,False,True,0.1111111111111111,9,188160411.9,Lower,True,Short,Week 17 Aug – 21 Aug 2026,Weekly
NINSYS,20260814,704.0,762.3,683.15,738.95,21292234.15,NINTEC SYSTEMS LIMITED,20260814,728.1333333333332,722.7249999999999,733.5416666666665,733.5416666666665,722.7249999999999,10.816666666666606,1.4637887092044937,Wide,Bullish,Above CPR,Unclassified,False,False,0.6923076923076923,39,7645135.8,Higher,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
NIPPOBATRY,20260814,333.0,336.8,322.5,330.15,4331973.7,INDO-NATIONAL LIMITED,20260814,329.81666666666666,329.65,329.98333333333335,329.98333333333335,329.65,0.33333333333337123,0.10096420818820878,Narrow,Bullish,Above CPR,Unclassified,True,False,0.05555555555555555,54,6903638.6,Higher,True,Long,Week 17 Aug – 21 Aug 2026,Weekly
NIRAJISPAT,20260814,216.0,216.0,181.0,211.0,35192.32,NIRAJ ISPAT IND LTD,20260814,202.66666666666666,198.5,206.83333333333331,206.83333333333331,198.5,8.333333333333314,3.949447077409154,Wide,Bullish,Above CPR,Unclassified,False,False,0.7878787878787878,33,251656.56,Lower,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
NIRLON,20260814,623.8,650.0,620.0,626.6,70943712.4,NIRLON LTD,20260814,632.1999999999999,635.0,629.3999999999999,635.0,629.3999999999999,5.600000000000136,0.8937120970316209,Wide,Bearish,Below CPR,Unclassified,False,True,0.5882352941176471,17,30685594.65,Higher,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
NITCO,20260814,98.81,100.99,90.36,93.26,349745194.48,NITCO LIMITED,20260814,94.87,95.675,94.06500000000001,95.675,94.06500000000001,1.6099999999999852,1.726356422903694,Wide,Bearish,Below CPR,Unclassified,False,True,0.46296296296296297,54,195743034.88,Lower,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
NITINSPIN,20260814,587.45,599.0,525.55,552.95,628207479.95,NITIN SPINNERS LIMITED,20260814,559.1666666666666,562.275,556.0583333333333,562.275,556.0583333333333,6.216666666666697,1.124272839617813,Wide,Bearish,Below CPR,Unclassified,False,True,0.5925925925925926,54,177739226.8,Lower,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
NITIRAJ,20260814,208.68,222.0,202.9,205.89,4528002.08,NITIRAJ ENGINEERS LTD,20260814,210.26333333333332,212.45,208.07666666666665,212.45,208.07666666666665,4.373333333333335,2.1241115806174826,Wide,Bearish,Below CPR,Unclassified,False,True,0.8333333333333334,54,2913533.0,Overlapping,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
NITTAGELA,20260814,1722.9,1732.3,1560.4,1607.4,51156736.1,NITTA GELATIN INDIA LTD.,20260814,1633.3666666666668,1646.35,1620.3833333333337,1646.35,1620.3833333333337,25.966666666666242,1.6154452324664825,Wide,Bearish,Below CPR,Unclassified,False,True,0.5294117647058824,17,102412733.7,Lower,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
NIVABUPA,20260814,86.01,86.94,82.37,82.72,328737317.41,NIVA BUPA HEALTH INS CO L,20260814,84.01,84.655,83.36500000000001,84.655,83.36500000000001,1.289999999999992,1.5594777562862574,Wide,Bearish,Below CPR,Financial Services,False,True,0.8703703703703703,54,395388970.21,Lower,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
NKIND,20260814,66.59,66.59,55.21,60.78,149277.29,NK INDUSTRIES LTD,20260814,60.86000000000001,60.900000000000006,60.82000000000001,60.900000000000006,60.82000000000001,0.0799999999999983,0.1316222441592601,Narrow,Bearish,Below CPR,Unclassified,False,True,0.1111111111111111,54,229620.835,Lower,True,Short,Week 17 Aug – 21 Aug 2026,Weekly
NLCINDIA,20260814,289.1,291.3,271.65,275.4,4861890154.7,NLC INDIA LIMITED,20260814,279.45,281.475,277.42499999999995,281.475,277.42499999999995,4.050000000000068,1.4705882352941426,Wide,Bearish,Below CPR,Power,False,True,0.7222222222222222,54,2752132286.2,Lower,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
NMDC,20260814,84.96,86.99,83.14,84.4,7088247655.17,NMDC LTD.,20260814,84.84333333333333,85.065,84.62166666666667,85.065,84.62166666666667,0.44333333333332803,0.5252764612954123,Moderate,Bearish,Below CPR,Metals & Mining,False,True,0.37037037037037035,54,8084284104.175,Overlapping,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
NOCIL,20260814,169.97,169.97,160.5,161.42,225347667.57999998,NOCIL LIMITED,20260814,163.96333333333334,165.235,162.69166666666666,165.235,162.69166666666666,2.5433333333333508,1.5755998843596524,Wide,Bearish,Below CPR,Unclassified,False,True,0.7777777777777778,54,330587903.245,Lower,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
NORBTEAEXP,20260814,64.23,67.44,60.01,63.02,776680.35,NORBEN TEA & EXPORTS LTD,20260814,63.49,63.724999999999994,63.25500000000001,63.724999999999994,63.25500000000001,0.46999999999998465,0.745794985718795,Moderate,Bearish,Below CPR,Unclassified,False,True,0.3333333333333333,18,1102517.2,Lower,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
NORTHARC,20260814,279.8,289.35,277.45,281.35,752635615.95,NORTHERN ARC CAPITAL LTD,20260814,282.71666666666664,283.4,282.0333333333333,283.4,282.0333333333333,1.3666666666666742,0.48575321367217844,Moderate,Bearish,Below CPR,Unclassified,False,True,0.16666666666666666,54,696490356.075,Inside,True,No setup,Week 17 Aug – 21 Aug 2026,Weekly
NOVARTIND,20260814,1617.7,1675.1,1541.0,1582.5,87009043.1,NOVARTIS INDIA LIMITED,20260814,1599.5333333333335,1608.05,1591.016666666667,1608.05,1591.016666666667,17.03333333333285,1.0763559768298798,Wide,Bearish,Below CPR,Unclassified,False,True,0.29411764705882354,17,144110830.9,Lower,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
NPBET,20260814,286.61,290.75,281.89,283.44,1610179.48,TATAAML - NPBET,20260814,285.35999999999996,286.32,284.3999999999999,286.32,284.3999999999999,1.9200000000000728,0.6773920406435481,Moderate,Bearish,Below CPR,Unclassified,False,True,0.5185185185185185,54,1121657.3250000002,Overlapping,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
NPST,20260814,1518.0,1686.9,1416.3,1586.2,643721534.5,NETWORK PEOPLE SRV TECH L,20260814,1563.1333333333332,1551.6,1574.6666666666665,1574.6666666666665,1551.6,23.066666666666606,1.4542092211995086,Wide,Bullish,Above CPR,Unclassified,False,False,0.3888888888888889,54,165207268.75,Higher,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
NRAIL,20260814,542.0,545.0,500.0,523.95,33690192.9,N R AGARWAL INDS LTD,20260814,522.9833333333333,522.5,523.4666666666667,523.4666666666667,522.5,0.966666666666697,0.1844959760791482,Narrow,Bullish,Above CPR,Unclassified,True,False,0.0425531914893617,47,16554066.75,Lower,True,No setup,Week 17 Aug – 21 Aug 2026,Weekly
NRBBEARING,20260814,464.4,483.0,443.3,458.9,1901670038.0500002,NRB BEARING LIMITED,20260814,461.7333333333333,463.15,460.3166666666666,463.15,460.3166666666666,2.8333333333333712,0.6174184644439685,Moderate,Bearish,Below CPR,Unclassified,False,True,0.24074074074074073,54,246498474.3,Higher,True,No setup,Week 17 Aug – 21 Aug 2026,Weekly
NSIL,20260814,5660.0,5830.0,5454.0,5496.0,47606117.0,NALWA SONS INVESTMENT LTD,20260814,5593.333333333333,5642.0,5544.666666666666,5642.0,5544.666666666666,97.33333333333394,1.7709849587578954,Wide,Bearish,Below CPR,Unclassified,False,True,0.8490566037735849,53,84214392.5,Overlapping,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
