SYMBOL,period_end,OPEN,HIGH,LOW,CLOSE,VALUE,NAME,session,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width,CPR_Width_Pct,CPR_Class,Bias,Price_Position,Industry,Bullish_CPR,Bearish_CPR,Width_Rank_Pct,History_Days,Value_60d,Overlay,Own_Narrow,Setup,Applies,Timeframe
BANKINDIA,20260814,145.0,146.25,139.37,144.1,4126045289.77,BANK OF INDIA,20260814,143.24,142.81,143.67000000000002,143.67000000000002,142.81,0.8600000000000136,0.5968077723803009,Moderate,Bullish,Above CPR,Financial Services,False,False,0.37037037037037035,54,5967252293.02,Inside,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
BANSALWIRE,20260814,340.0,340.0,316.6,318.25,209744056.65,BANSAL WIRE INDUSTRIES L,20260814,324.95,328.3,321.59999999999997,328.3,321.59999999999997,6.7000000000000455,2.105263157894751,Wide,Bearish,Below CPR,Unclassified,False,True,0.7962962962962963,54,137055587.975,Overlapping,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
BANSWRAS,20260814,124.02,125.12,112.06,116.03,22197774.72,BANSWARA SYNTEX LIMITED,20260814,117.73666666666668,118.59,116.88333333333335,118.59,116.88333333333335,1.7066666666666492,1.470883966790183,Wide,Bearish,Below CPR,Unclassified,False,True,0.5740740740740741,54,15992576.98,Lower,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
BASF,20260814,4117.5,4161.4,3980.0,4077.9,754113937.6,BASF INDIA LTD,20260814,4073.1,4070.7,4075.5,4075.5,4070.7,4.800000000000182,0.11770764364011334,Narrow,Bullish,Above CPR,Unclassified,True,False,0.09259259259259259,54,284435316.75,Higher,True,Long,Week 17 Aug – 21 Aug 2026,Weekly
BATAINDIA,20260814,720.7,767.95,697.0,755.7,5273803042.25,BATA INDIA LTD,20260814,740.2166666666667,732.475,747.9583333333334,747.9583333333334,732.475,15.483333333333348,2.0488730095717016,Wide,Bullish,Above CPR,Consumer Durables,False,False,0.8148148148148148,54,586260889.05,Higher,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
BATLIBOI,20260814,90.0,93.85,84.01,89.56,57318464.42,BATLIBOI LTD.,20260814,89.14,88.93,89.35,89.35,88.93,0.4199999999999875,0.4689593568557252,Moderate,Bullish,Above CPR,Unclassified,False,False,0.23529411764705882,17,9894913.95,Lower,True,No setup,Week 17 Aug – 21 Aug 2026,Weekly
BAYERCROP,20260814,4192.0,4195.4,4036.2,4045.8,421806687.8,BAYER CROPSCIENCE LTD,20260814,4092.466666666666,4115.799999999999,4069.1333333333323,4115.799999999999,4069.1333333333323,46.66666666666697,1.1534595547646191,Wide,Bearish,Below CPR,Chemicals,False,True,0.7037037037037037,54,493730093.05,Lower,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
BBL,20260814,2250.0,2349.5,2249.9,2284.8,263515748.9,BHARAT BIJLEE LTD,20260814,2294.733333333333,2299.7,2289.7666666666664,2299.7,2289.7666666666664,9.933333333333394,0.4347572362278271,Moderate,Bearish,Below CPR,Unclassified,False,True,0.2962962962962963,54,364733657.05,Lower,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
BBNPPGOLD,20260814,145.0,150.95,143.15,146.2,3402284.4,BARODABNP - BBNPPGOLD,20260814,146.76666666666668,147.05,146.48333333333335,147.05,146.48333333333335,0.5666666666666629,0.3875968992248036,Moderate,Bearish,Below CPR,Unclassified,False,True,0.42592592592592593,54,31091550.55,Higher,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
BBOX,20260814,744.45,842.5,721.5,795.85,3067174547.7,BLACK BOX LIMITED,20260814,786.6166666666667,782.0,791.2333333333333,791.2333333333333,782.0,9.233333333333348,1.1601851270130488,Wide,Bullish,Above CPR,Unclassified,False,False,0.4489795918367347,49,1209369113.7,Higher,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
BBTC,20260814,1500.1,1527.8,1445.1,1468.2,290201898.6,BOMBAY BURMAH TRADING COR,20260814,1480.3666666666666,1486.4499999999998,1474.2833333333333,1486.4499999999998,1474.2833333333333,12.166666666666515,0.828679108205048,Wide,Bearish,Below CPR,Fast Moving Consumer Goods,False,True,0.5,54,363187109.70000005,Lower,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
BBTCL,20260814,224.8,252.55,219.0,244.64,14986424.780000001,B&B TRIPLEWALL CONT LTD,20260814,238.73000000000002,235.775,241.68500000000003,241.68500000000003,235.775,5.910000000000025,2.4157946370176693,Wide,Bullish,Above CPR,Unclassified,False,False,0.9074074074074074,54,4231227.355,Higher,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
BCG,20260814,9.3,10.4,9.25,9.93,548833904.4200001,BRIGHTCOM GROUP LIMITED,20260814,9.86,9.825,9.895,9.895,9.825,0.07000000000000028,0.7049345417925507,Moderate,Bullish,Above CPR,Unclassified,False,False,0.3023255813953488,43,386183694.25,Higher,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
BCLIND,20260814,37.0,38.7,35.52,35.63,120992857.76,BCL INDUSTRIES LIMITED,20260814,36.61666666666667,37.11,36.123333333333335,37.11,36.123333333333335,0.9866666666666646,2.7692019833473602,Wide,Bearish,Below CPR,Unclassified,False,True,0.9259259259259259,54,93644273.19999999,Overlapping,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
BCONCEPTS,20260814,180.0,180.0,157.55,159.02,17278641.32,BRAND CONCEPTS LIMITED,20260814,165.52333333333334,168.775,162.27166666666668,168.775,162.27166666666668,6.50333333333333,4.089632331362929,Wide,Bearish,Below CPR,Unclassified,False,True,0.975609756097561,41,13752504.09,Lower,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
BCPL,20260814,71.47,77.2,67.2,72.84,5523827.949999999,BCPL RAILWAY INFRA LTD,20260814,72.41333333333334,72.2,72.62666666666668,72.62666666666668,72.2,0.4266666666666765,0.5857587406187211,Moderate,Bullish,Above CPR,Unclassified,False,False,0.19047619047619047,21,8451245.690000001,Higher,True,Long,Week 17 Aug – 21 Aug 2026,Weekly
BDL,20260814,1294.0,1419.8,1280.0,1398.0,20878939359.199997,BHARAT DYNAMICS LIMITED,20260814,1365.9333333333334,1349.9,1381.9666666666667,1381.9666666666667,1349.9,32.066666666666606,2.293752980448255,Wide,Bullish,Above CPR,Capital Goods,False,False,0.7407407407407407,54,9359245632.050001,Higher,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
BEARDSELL,20260814,27.25,27.84,24.5,24.72,4241309.359999999,BEARDSELL LIMITED,20260814,25.686666666666667,26.17,25.203333333333333,26.17,25.203333333333333,0.9666666666666686,3.9104638619201806,Wide,Bearish,Below CPR,Unclassified,False,True,0.8888888888888888,54,3575332.6799999997,Lower,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
BECTORFOOD,20260814,227.4,246.41,225.62,240.37,4869077861.84,MRS BECTORS FOOD SPE LTD,20260814,237.46666666666667,236.015,238.91833333333335,238.91833333333335,236.015,2.9033333333333644,1.2078601045610369,Wide,Bullish,Above CPR,Unclassified,False,False,0.4444444444444444,54,652398351.2449999,Higher,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
BEDMUTHA,20260814,116.1,122.8,110.5,113.63,2881146.23,BEDMUTHA INDUST LTD,20260814,115.64333333333333,116.65,114.63666666666666,116.65,114.63666666666666,2.0133333333333496,1.7718325559564814,Wide,Bearish,Below CPR,Unclassified,False,True,0.7209302325581395,43,4331573.42,Higher,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
BEEKAY,20260814,394.0,461.95,385.35,435.35,42561144.9,BEEKAY STEEL INDS. LTD.,20260814,427.55,423.65,431.45000000000005,431.45000000000005,423.65,7.800000000000068,1.7916618812449907,Wide,Bullish,Above CPR,Unclassified,False,False,0.7058823529411765,17,3628115.0,Higher,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
BEL,20260814,402.0,412.5,399.25,410.8,19863653569.9,BHARAT ELECTRONICS LTD,20260814,407.51666666666665,405.875,409.1583333333333,409.1583333333333,405.875,3.283333333333303,0.7992534891268995,Wide,Bullish,Above CPR,Capital Goods,False,False,0.5555555555555556,54,26651255827.8,Higher,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
BELLACASA,20260814,247.32,248.16,214.68,223.74,14071471.86,BELLA CASA FASH AND RET L,20260814,228.86,231.42000000000002,226.3,231.42000000000002,226.3,5.1200000000000045,2.2883704299633525,Wide,Bearish,Below CPR,Unclassified,False,True,0.7962962962962963,54,15417167.6,Lower,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
BELRISE,20260814,250.69,268.2,249.46,255.35,7342708448.86,BELRISE INDUSTRIES LTD,20260814,257.67,258.83,256.51000000000005,258.83,256.51000000000005,2.3199999999999363,0.9085568827099809,Wide,Bearish,Below CPR,Automobile and Auto Components,False,True,0.42592592592592593,54,5016363843.63,Higher,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
BEML,20260814,1794.9,1954.8,1774.0,1874.4,8284390900.5,BEML LIMITED,20260814,1867.7333333333336,1864.4,1871.066666666667,1871.066666666667,1864.4,6.66666666666697,0.35566936975389296,Moderate,Bullish,Above CPR,Capital Goods,False,False,0.18518518518518517,54,2327451053.6,Higher,True,Long,Week 17 Aug – 21 Aug 2026,Weekly
BENGALASM,20260814,6179.5,6337.5,6090.5,6210.0,5461505.0,BENGAL & ASSAM CO. LTD.,20260814,6212.666666666667,6214.0,6211.333333333334,6214.0,6211.333333333334,2.6666666666660603,0.04294149221684477,Narrow,Bearish,Below CPR,Unclassified,False,True,0.11764705882352941,17,6980873.5,Inside,True,No setup,Week 17 Aug – 21 Aug 2026,Weekly
BEPL,20260814,123.97,127.78,120.1,123.7,760171506.09,BHANSALI ENG. POLYMERS LT,20260814,123.86,123.94,123.78,123.94,123.78,0.1599999999999966,0.129345189975745,Narrow,Bearish,Below CPR,Unclassified,False,True,0.12962962962962962,54,145905730.93,Higher,True,No setup,Week 17 Aug – 21 Aug 2026,Weekly
BERGEPAINT,20260814,536.0,565.9,530.8,545.1,2112320097.9,BERGER PAINTS (I) LTD,20260814,547.2666666666665,548.3499999999999,546.1833333333332,548.3499999999999,546.1833333333332,2.1666666666667425,0.3974805846022275,Moderate,Bearish,Below CPR,Consumer Durables,False,True,0.2037037037037037,54,896640740.575,Higher,True,No setup,Week 17 Aug – 21 Aug 2026,Weekly
BESTAGRO,20260814,20.08,20.74,18.53,18.87,117336681.84,BEST AGROLIFE LIMITED,20260814,19.38,19.634999999999998,19.125,19.634999999999998,19.125,0.509999999999998,2.702702702702692,Wide,Bearish,Below CPR,Unclassified,False,True,0.7560975609756098,41,76810878.45,Lower,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
BETA,20260814,2366.0,2807.9,2366.0,2550.7,826039968.8,BETA DRUGS LIMITED,20260814,2574.8666666666663,2586.95,2562.783333333333,2586.95,2562.783333333333,24.16666666666697,0.9474523333464135,Wide,Bearish,Below CPR,Unclassified,False,True,0.2894736842105263,38,81199239.25,Higher,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
BFINVEST,20260814,474.6,499.0,456.0,463.45,182433480.9,BF INVESTMENT LIMITED,20260814,472.81666666666666,477.5,468.1333333333333,477.5,468.1333333333333,9.366666666666674,2.021073830330494,Wide,Bearish,Below CPR,Unclassified,False,True,0.7592592592592593,54,49553772.225,Outside,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
BFUTILITIE,20260814,557.2,571.8,525.0,533.6,355191135.54999995,BF UTILITIES LIMITED,20260814,543.4666666666667,548.4,538.5333333333334,548.4,538.5333333333334,9.86666666666656,1.8490754622688454,Wide,Bearish,Below CPR,Unclassified,False,True,0.7931034482758621,29,243042897.6,Lower,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
BHAGCHEM,20260814,289.9,297.8,275.05,289.85,129567801.5,BHAGIRADHA CHEM & INDS L,20260814,287.56666666666666,286.425,288.7083333333333,288.7083333333333,286.425,2.283333333333303,0.7877637858662422,Wide,Bullish,Above CPR,Unclassified,False,False,0.35185185185185186,54,80659473.225,Overlapping,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
BHAGYANGR,20260814,370.0,390.95,357.6,364.3,187374654.4,BHAGYANAGAR INDIA LIMITED,20260814,370.95,374.275,367.625,374.275,367.625,6.649999999999977,1.8254186110348551,Wide,Bearish,Below CPR,Unclassified,False,True,0.5333333333333333,15,260821605.31,Higher,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
BHARATCOAL,20260814,34.05,34.4,33.64,33.69,571359097.58,BHARAT COKING COAL LTD,20260814,33.91,34.019999999999996,33.8,34.019999999999996,33.8,0.21999999999999886,0.6530127634312819,Moderate,Bearish,Below CPR,Unclassified,False,True,0.26666666666666666,30,2424424225.105,Lower,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
BHARATFORG,20260814,2278.8,2295.0,2028.0,2065.0,27101655480.5,BHARAT FORGE LTD,20260814,2129.3333333333335,2161.5,2097.166666666667,2161.5,2097.166666666667,64.33333333333303,3.1154156577885246,Wide,Bearish,Below CPR,Automobile and Auto Components,False,True,0.9629629629629629,54,8584060028.15,Lower,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
BHARATRAS,20260814,1359.8,1433.0,1298.0,1302.6,108865398.8,BHARAT RASAYAN LTD,20260814,1344.5333333333333,1365.5,1323.5666666666666,1365.5,1323.5666666666666,41.933333333333394,3.21920262040023,Wide,Bearish,Below CPR,Unclassified,False,True,0.8148148148148148,54,130628161.75,Outside,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
BHARATSE,20260814,243.7,254.2,228.45,248.05,728556749.22,BHARAT SEATS LIMITED,20260814,243.5666666666667,241.325,245.8083333333334,245.8083333333334,241.325,4.483333333333405,1.8074312974534994,Wide,Bullish,Above CPR,Unclassified,False,False,0.5098039215686274,51,156086463.57,Higher,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
BHARATWIRE,20260814,195.36,199.5,185.0,188.01,149392565.73,BHARAT WIRE ROPES LTD.,20260814,190.83666666666667,192.25,189.42333333333335,192.25,189.42333333333335,2.826666666666654,1.5034661276882366,Wide,Bearish,Below CPR,Unclassified,False,True,0.5925925925925926,54,179112876.79000002,Lower,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
BHARTIARTL,20260814,1955.0,2005.8,1901.3,1992.1,90815672329.6,BHARTI AIRTEL LIMITED,20260814,1966.3999999999999,1953.55,1979.2499999999998,1979.2499999999998,1953.55,25.699999999999818,1.2900958787209387,Wide,Bullish,Above CPR,Telecommunication,False,False,0.7592592592592593,54,61749086037.95,Overlapping,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
BHARTIHEXA,20260814,1539.7,1633.7,1477.8,1621.1,2530192623.0,BHARTI HEXACOM LIMITED,20260814,1577.5333333333335,1555.75,1599.316666666667,1599.316666666667,1555.75,43.56666666666706,2.687475582423482,Wide,Bullish,Above CPR,Telecommunication,False,False,0.9259259259259259,54,1349309794.75,Overlapping,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
BHEL,20260814,404.75,430.0,400.2,421.7,20965992711.1,BHEL,20260814,417.3,415.1,419.5,419.5,415.1,4.399999999999977,1.0433957789897979,Wide,Bullish,Above CPR,Capital Goods,False,False,0.5185185185185185,54,12897149809.575,Higher,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
BI,20260814,63.22,76.81,60.62,76.81,13664791.879999999,BILCARE LTD.,20260814,71.41333333333334,68.715,74.11166666666668,74.11166666666668,68.715,5.396666666666675,7.025994879139012,Wide,Bullish,Above CPR,Unclassified,False,False,1.0,17,1994937.63,Higher,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
BIGBLOC,20260814,50.0,50.0,44.62,44.95,12047237.73,BIGBLOC CONSTRUCTION LTD,20260814,46.52333333333333,47.31,45.736666666666665,47.31,45.736666666666665,1.5733333333333377,3.5001853911753895,Wide,Bearish,Below CPR,Unclassified,False,True,0.8703703703703703,54,23941599.93,Outside,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
BIKAJI,20260814,626.0,628.7,606.15,613.3,390538193.6,BIKAJI FOODS INTERN LTD,20260814,616.05,617.425,614.675,617.425,614.675,2.75,0.44839393445295944,Moderate,Bearish,Below CPR,Fast Moving Consumer Goods,False,True,0.35185185185185186,54,463338965.75,Lower,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
BIL,20260814,823.2,879.15,793.2,837.4,56305080.7,BHARTIYA INTERNATIONAL,20260814,836.5833333333334,836.175,836.9916666666668,836.9916666666668,836.175,0.8166666666668334,0.09752408247752967,Narrow,Bullish,Above CPR,Unclassified,True,False,0.05555555555555555,54,15671645.2,Higher,True,Long,Week 17 Aug – 21 Aug 2026,Weekly
BIMETAL,20260814,665.8,670.0,617.95,628.6,1537856.7,BIMETAL BEARINGS LTD.,20260814,638.85,643.975,633.725,643.975,633.725,10.25,1.6306076996500158,Wide,Bearish,Below CPR,Unclassified,False,True,0.6470588235294118,17,2035305.6,Lower,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
BIOCON,20260814,426.0,430.5,413.15,417.0,7032464782.15,BIOCON LIMITED.,20260814,420.2166666666667,421.825,418.6083333333334,421.825,418.6083333333334,3.2166666666665833,0.771382893685032,Wide,Bearish,Below CPR,Healthcare,False,True,0.48148148148148145,54,5412225038.95,Lower,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
BIOFILCHEM,20260814,32.57,34.0,31.3,31.84,1571303.85,BIOFIL CHEM & PHARMA LTD,20260814,32.38,32.65,32.11000000000001,32.65,32.11000000000001,0.539999999999992,1.6959798994974624,Wide,Bearish,Below CPR,Unclassified,False,True,0.7551020408163265,49,2231929.11,Outside,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
BIRLACORPN,20260814,918.0,918.0,887.7,904.9,178622019.5,BIRLA CORPORATION LTD,20260814,903.5333333333333,902.85,904.2166666666666,904.2166666666666,902.85,1.3666666666665606,0.15102957969571892,Narrow,Bullish,Above CPR,Unclassified,True,False,0.05555555555555555,54,346003678.35,Inside,True,No setup,Week 17 Aug – 21 Aug 2026,Weekly
BIRLAMONEY,20260814,133.78,134.3,131.0,131.88,18083640.330000002,ADITYA BIRLA MONEY LTD,20260814,132.39333333333335,132.65,132.13666666666668,132.65,132.13666666666668,0.5133333333333212,0.38924274593063485,Moderate,Bearish,Below CPR,Unclassified,False,True,0.14814814814814814,54,37969134.215,Lower,True,Short,Week 17 Aug – 21 Aug 2026,Weekly
BIRLANU,20260814,1658.2,1724.0,1545.2,1555.2,288566497.0,BIRLANU LIMITED,20260814,1608.1333333333332,1634.6,1581.6666666666665,1634.6,1581.6666666666665,52.933333333333394,3.403635116598083,Wide,Bearish,Below CPR,Unclassified,False,True,0.9074074074074074,54,76281196.15,Overlapping,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
BIRLAPREC,20260814,35.79,39.49,34.41,35.92,10561880.36,BIRLA PRECISION TECH L,20260814,36.60666666666667,36.95,36.263333333333335,36.95,36.263333333333335,0.6866666666666674,1.9116555308092076,Wide,Bearish,Below CPR,Unclassified,False,True,0.7647058823529411,17,6865644.26,Higher,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
BLACKBUCK,20260814,576.0,582.55,557.7,571.15,545510464.3,BLACKBUCK LIMITED,20260814,570.4666666666667,570.125,570.8083333333334,570.8083333333334,570.125,0.683333333333394,0.1196416586419319,Narrow,Bullish,Above CPR,Unclassified,True,False,0.09259259259259259,54,2141625283.25,Inside,True,No setup,Week 17 Aug – 21 Aug 2026,Weekly
BLAL,20260814,171.43,173.79,169.1,171.49,11077750.21,BEML LAND ASSETS LIMITED,20260814,171.46,171.445,171.47500000000002,171.47500000000002,171.445,0.03000000000002956,0.01749373141292761,Narrow,Bullish,Above CPR,Unclassified,True,False,0.018518518518518517,54,25260632.97,Lower,True,No setup,Week 17 Aug – 21 Aug 2026,Weekly
BLBLIMITED,20260814,15.9,16.6,15.45,15.96,5972645.42,BLB LIMITED,20260814,16.003333333333334,16.025,15.98166666666667,16.025,15.98166666666667,0.04333333333332945,0.27151211361735245,Moderate,Bearish,Below CPR,Unclassified,False,True,0.0975609756097561,41,5670693.6899999995,Higher,True,No setup,Week 17 Aug – 21 Aug 2026,Weekly
BLIL,20260814,71.25,71.49,70.52,70.94,15896876.18,BALMER LAWRIE INVSTS. L,20260814,70.98333333333333,71.005,70.96166666666667,71.005,70.96166666666667,0.043333333333322344,0.061084484540911116,Narrow,Bearish,Below CPR,Unclassified,False,True,0.11764705882352941,17,19118684.85,Higher,True,No setup,Week 17 Aug – 21 Aug 2026,Weekly
BLKASHYAP,20260814,56.0,56.0,51.15,51.62,113526579.21,B.L.KASHYAP & SON LTD,20260814,52.92333333333334,53.575,52.271666666666675,53.575,52.271666666666675,1.3033333333333275,2.524861164923145,Wide,Bearish,Below CPR,Unclassified,False,True,0.7407407407407407,54,117030343.97,Lower,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
BLS,20260814,257.02,279.11,252.1,278.12,4738937620.86,BLS INTL SERVS LTD,20260814,269.7766666666667,265.605,273.9483333333334,273.9483333333334,265.605,8.343333333333362,2.9999041181264783,Wide,Bullish,Above CPR,Consumer Services,False,False,0.9074074074074074,54,1888589999.8249998,Higher,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
BLSE,20260814,312.65,322.0,307.3,314.25,794074078.6,BLS E-SERVICES LIMITED,20260814,314.51666666666665,314.65,314.3833333333333,314.65,314.3833333333333,0.2666666666666515,0.0848581278175502,Narrow,Bearish,Below CPR,Unclassified,False,True,0.02040816326530612,49,240821840.79,Higher,True,No setup,Week 17 Aug – 21 Aug 2026,Weekly
BLUECHIP,20260814,1.69,1.81,1.69,1.81,260921.07,BLUE CHIP INDIA LIMITED,20260814,1.7700000000000002,1.75,1.7900000000000005,1.7900000000000005,1.75,0.04000000000000048,2.209944751381242,Wide,Bullish,Above CPR,Unclassified,False,False,0.7142857142857143,7,230070.59,Lower,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
BLUEDART,20260814,5093.0,5280.0,5047.5,5141.0,349058641.5,BLUE DART EXPRESS LTD,20260814,5156.166666666667,5163.75,5148.583333333334,5163.75,5148.583333333334,15.16666666666606,0.29501394021914146,Moderate,Bearish,Below CPR,Services,False,True,0.2037037037037037,54,369694843.2,Lower,True,Short,Week 17 Aug – 21 Aug 2026,Weekly
BLUEJET,20260814,593.85,599.8,578.55,584.5,1535948013.8,BLUE JET HEALTHCARE LTD,20260814,587.6166666666667,589.175,586.0583333333334,589.175,586.0583333333334,3.1166666666665606,0.5332192757342276,Moderate,Bearish,Below CPR,Healthcare,False,True,0.16666666666666666,54,1235200083.3,Lower,True,Short,Week 17 Aug – 21 Aug 2026,Weekly
BLUESTARCO,20260814,1514.0,1541.2,1471.3,1508.0,4167886594.8,BLUE STAR LIMITED,20260814,1506.8333333333333,1506.25,1507.4166666666665,1507.4166666666665,1506.25,1.166666666666515,0.07736516357205007,Narrow,Bullish,Above CPR,Consumer Durables,True,False,0.037037037037037035,54,3543390300.25,Lower,True,No setup,Week 17 Aug – 21 Aug 2026,Weekly
BLUESTONE,20260814,815.05,926.0,815.05,845.25,18812522856.5,BLUESTONE JEWEL LFSTL LTD,20260814,862.1,870.525,853.6750000000001,870.525,853.6750000000001,16.84999999999991,1.9934930493936596,Wide,Bearish,Below CPR,Unclassified,False,True,0.5961538461538461,52,1042201728.675,Higher,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
BLUSPRING,20260814,112.48,124.74,107.44,111.07,327769551.47,BLUSPRING ENTERPRISES LTD,20260814,114.41666666666667,116.09,112.74333333333334,116.09,112.74333333333334,3.346666666666664,3.013114852495421,Wide,Bearish,Below CPR,Unclassified,False,True,0.8703703703703703,54,75641050.805,Outside,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
BMWVENTLTD,20260814,60.44,60.59,56.31,57.29,19981234.28,BMW VENTURES LIMITED,20260814,58.06333333333333,58.45,57.67666666666666,58.45,57.67666666666666,0.7733333333333405,1.3498574503985696,Wide,Bearish,Below CPR,Unclassified,False,True,0.5227272727272727,44,41563424.675,Lower,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
BNAGROCHEM,20260814,265.05,273.9,242.0,244.95,130656329.8,BN AGROCHEM LTD.,20260814,253.61666666666665,257.95,249.2833333333333,257.95,249.2833333333333,8.666666666666686,3.538137034769008,Wide,Bearish,Below CPR,Unclassified,False,True,0.8333333333333334,6,11287665.21,Lower,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
BOHRAIND,20260814,15.23,16.45,13.25,14.84,821392.6499999999,BOHRA INDUSTRIES LIMITED,20260814,14.846666666666666,14.85,14.843333333333332,14.85,14.843333333333332,0.006666666666667709,0.04492362982929723,Narrow,Bearish,Below CPR,Unclassified,False,True,0.02564102564102564,39,1975164.34,Higher,True,No setup,Week 17 Aug – 21 Aug 2026,Weekly
BOMDYEING,20260814,121.21,121.31,114.0,114.4,283084536.04,BOMBAY DYEING & MFG. CO L,20260814,116.57000000000001,117.655,115.48500000000001,117.655,115.48500000000001,2.1699999999999875,1.896853146853136,Wide,Bearish,Below CPR,Unclassified,False,True,0.7592592592592593,54,487543103.05,Lower,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
BONLON,20260814,44.0,44.0,39.02,42.44,970965.39,BONLON INDUSTRIES LIMITED,20260814,41.82,41.510000000000005,42.129999999999995,42.129999999999995,41.510000000000005,0.6199999999999903,1.4608859566446522,Wide,Bullish,Above CPR,Unclassified,False,False,0.6666666666666666,18,1900742.565,Outside,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
BORANA,20260814,343.55,348.95,302.05,319.95,69415649.2,BORANA WEAVES LIMITED,20260814,323.65000000000003,325.5,321.80000000000007,325.5,321.80000000000007,3.699999999999932,1.15643069229565,Wide,Bearish,Below CPR,Unclassified,False,True,0.7575757575757576,33,76378993.18,Lower,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
BOROLTD,20260814,242.22,250.0,237.05,238.55,47786409.2,BOROSIL LIMITED,20260814,241.86666666666667,243.525,240.20833333333334,243.525,240.20833333333334,3.316666666666663,1.3903444421155577,Wide,Bearish,Below CPR,Unclassified,False,True,0.6851851851851852,54,106191807.025,Overlapping,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
BORORENEW,20260814,550.0,585.2,544.1,577.05,1499808941.6499999,BOROSIL RENEWABLES LTD,20260814,568.7833333333334,564.6500000000001,572.9166666666667,572.9166666666667,564.6500000000001,8.266666666666652,1.432573722669899,Wide,Bullish,Above CPR,Unclassified,False,False,0.5370370370370371,54,1277044922.2,Higher,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
BOROSCI,20260814,141.85,142.17,132.1,133.92,35896561.87,BOROSIL SCIENTIFIC LTD,20260814,136.0633333333333,137.135,134.99166666666662,137.135,134.99166666666662,2.1433333333333735,1.600457984866617,Wide,Bearish,Below CPR,Unclassified,False,True,0.6296296296296297,54,44191837.95999999,Lower,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
BOSCH-HCIL,20260814,1709.9,1745.0,1640.1,1654.2,426456367.1,BOSCH HOME COMFRT IND LTD,20260814,1679.7666666666667,1692.55,1666.9833333333333,1692.55,1666.9833333333333,25.566666666666606,1.5455607947446866,Wide,Bearish,Below CPR,Unclassified,False,True,0.7647058823529411,34,93877756.4,Higher,False,No setup,Week 17 Aug – 21 Aug 2026,Weekly
