SYMBOL,Industry,CLOSE,CPR_Top,CPR_Bottom,CPR_Width_Pct,Width_Rank_Pct,Overlay,Setup,Bias,Segment,Confluence_Score,Signal_Direction,Signal_Score,Signal_Grade,Signal_Explanation,Strategy_Type,Strategy_Setup,Strategy_Confirmation,Strategy_Explanation,Regime
TANLA,Unclassified,509.3,512.625,510.4083333333333,0.43523790824007397,0.25,Lower,Short,Bearish,Cash Only,-2,Short,80,Strong confirmation,CPR width: 0.4352% (12/20); Price location: Below CPR (20/20); Trend: aligned with SMA50/SMA100 (20/20); Participation: moderate (0.90x) (12/20); Higher timeframe: aligned (-2) (16/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,Risk Off
SASKEN,Unclassified,1857.1,1868.75,1860.9833333333336,0.41821477931540707,0.23333333333333334,Lower,Short,Bearish,Cash Only,-2,Short,72,Confirmed,CPR width: 0.4182% (12/20); Price location: Below CPR (20/20); Trend: aligned with SMA50/SMA100 (20/20); Participation: light (0.64x) (4/20); Higher timeframe: aligned (-2) (16/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,Risk Off
AQYLON,Unclassified,22.61,22.805,22.674999999999997,0.5749668288368092,0.21666666666666667,Lower,Short,Bearish,Cash Only,-2,Short,72,Confirmed,CPR width: 0.5750% (12/20); Price location: Below CPR (20/20); Trend: aligned with SMA50/SMA100 (20/20); Participation: light (0.10x) (4/20); Higher timeframe: aligned (-2) (16/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,Risk Off
